Main_Atlas_Number,Main_Display_Name,Interior_Summary,Interior_Water_Comments,Interior_Surface_Comments,Interior_Excavation_Comments,Interior_Geophysics_Comments,Interior_Water_None,Interior_Water_Spring,Interior_Water_Stream,Interior_Water_Pool,Interior_Water_Flush,Interior_Water_Well,Interior_Water_Other,Interior_Surface_None,Interior_Surface_Round,Interior_Surface_Rectangular,Interior_Surface_Curvilinear,Interior_Surface_Roundhouse,Interior_Surface_Pit,Interior_Surface_Quarry,Interior_Surface_Other,Interior_Excavation_None,Interior_Excavation_Pit,Interior_Excavation_Posthole,Interior_Excavation_Roundhouse,Interior_Excavation_Rectangular,Interior_Excavation_Road,Interior_Excavation_Quarry,Interior_Excavation_Other,Interior_Excavation_Nothing,Interior_Geophysics_None,Interior_Geophysics_Pit,Interior_Geophysics_Roundhouse,Interior_Geophysics_Rectangular,Interior_Geophysics_Road,Interior_Geophysics_Quarry,Interior_Geophysics_Other,Interior_Geophysics_Nothing
3892,"Horsenden Hill, Greater London Authority (Horsadun)","No internal features. Pottery, metal and lithics from excavation.",NA,NA,No features are recovered,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
3893,"Earthworks At Old Park, Greater London Authority","No known internal features. Fibula brooch, fragments of a pudding stone (conglomerate), Roman coins",New River to the E and Salmon's Brook to the W,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
3894,"Uphall Camp, Greater London Authority","Well preserved with the majority of the features belonging to the middle Iron Age including nine round buildings of between 7.20m-15m in diameter, possibly of more than one phase, two penannular structures, possibly stock enclosures, six four post structures associated with abundant charred grain, possibly granaries, four or more rectangular sleeper-beam and post-fast structures, possible sheds or workshops, numerous pits, postholes and ditches.",River Roding runs along the western boundary,NA,"Stock enclosures, six four post structures possibly granaries, four or more rectangular sleeper-beam and post-fast structures, possibly sheds or workshops, numerous pits, postholes and ditches.",NA,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No
3895,"Holwood Camp, Greater London Authority (Caesar's Camp; Holwood House Hillfort)",No internal features contemporary with the enclosure are recorded,NA,NA,NA,Report unpublished,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
3896,"North Berwick Law, East Lothian","A series of stone founded round-houses and platforms are strung across natural terraces on the lower slopes of the S flank, where there are also traces of two lynchets extending across the foot of the slope, and a later hedgerow also mounts the slope from the SSE",NA,"The RCAHMS plan drawn up in 1954 shows at least 25 stone founded round-houses and platforms, together with several other structure",NA,NA,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3897,"Whalebone Lane North, Greater London Authority",Pits and a posthole observed during watching briefs. Pottery and shale bracelet.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3898,"Brownrigg, East Lothian",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3899,"Craig's Quarry, East Lothian","Single round-house found by excavation, in addition to at least five long cists",NA,NA,"Single round-house with wall-trench and mound of weathered daub, stone pitching on part of the floor and a hearth",NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3900,"Kilmurdie, East Lothian","No structures are visible, though a darker area of cropmarks probably indicates deeper sediments on the E side",NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3901,"East Fenton, East Lothian","Several irregular maculae, but ne clear evidence of any structures",NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3902,"White Castle, East Lothian","Eighteen platforms have been from 3.5m to 9m in diameter have been identified within the interior, Evaluation on one suggests medieval occupation while a small rectangular structure tucked into the back of the innermost rampart dates from the 15th - 17th centuries; the site may have provided a convenient location from which to exploit the hill grazings.",NA,Eighteen platforms and one square structure of later date,No more than evaluation trenches,No clearly resolved structures,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
3903,"Friar's Nose, East Lothian (Kilmade Burn)","At least two stone founded round-houses, but in 1954 RCAHMS investigators dismissed all the other features shown by their predecessors on a plan of 1920",NA,At least two,NA,NA,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3904,"St Agnes, Scottish Borders (Whiteadder Water)",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3905,"Pleasants, East Lothian",Featureless apart from what is probably a more recent quarry,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3906,"Chesterhall, East Lothian",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3907,"Doon Hill, East Lothian","Internal palisaded enclosure, probably circular or oval, occupying the W tip of the hill",NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3908,"Easter Broomhouse, East Lothian",The only feature visible within the interior is a length of ditch,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3909,"Bowerhouse, East Lothian",Featureless apart from a faint diffuse mark from 2m to 4m broad possibly indicating a shallow scoop immediately behind the rampart on the ENE and NNW,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3910,"Doon Hill, East Lothian","A single curved feature is visible, probably representing part of a round-house",NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3911,"Dunbar, Castle Park, East Lothian (Bayswell Road, Swimming Pool Development)","No clear structures belonging to the Roman Iron Age phases were found, but in the early medieval period a succession of rectangular timber and mortared stone buildings were erected.",NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No
3912,"Belton House, East Lothian",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3913,"The Chesters, Spott, East Lothian","Clear evidence of areas of deeper sediment in the S half of the interior, and elsewhere of several irregular maculae",NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3914,"Spott Dod, East Lothian",Featureless,NA,NA,Palisade trenches,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
3915,"Pinkerton, East Lothian",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3916,"Spott Mill, East Lothian",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3917,"Bell Craig, East Lothian (Bell Craig, Spott)",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3918,"Whittingehame Castle, East Lothian (Whittingehame Tower)","While the excavations identified a scooped yard and two successive cobbled and paved surfaces within the interior, these are likely to belong to a Roman Iron Age occupation, and while the later surface may have contained the floors of several structures no evidence of their walls survived .",NA,NA,"Extensive cobbling and paving, partly within a scooped yard",NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3919,"Shooters Hill, Greater London Authority",No internal features were recorded,NA,NA,Ditch only excavated,Ditch only,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3920,"Birks Plantation, East Lothian",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3921,"Auldhame, East Lothian (Seacliff Harbour; Seacliffe)",Contains successive chapels and also domestic structures belonging to the early medieval monastery,NA,NA,Chapel and domestic structures,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No
3922,"Hobbs Hill, Buckinghamshire",Possible quarry hollows. Two sherds of possible Iron Age pottery as surface finds from 'nearby'.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3923,"Pinkerton Hill, East Lothian (Meikle Pinkerton)",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3924,"Thorntonloch, East Lothian (Thornton Burn)","At least one circular macula visible on the aerial photographs, probably indicating the position of a round-house, and Craw may have observed two others in 1919",NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3925,"Glen Cottage, East Lothian (Dryburn)",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3926,"Glen Cottage, East Lothian (Dryburn)",Featureless apart from a macula that is probably marking a quarry scoop immediately to the rear of the rampart,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3927,"Blackcastle Hill, East Lothian",Within the arc of the unfinished rampart there is a lesser enclosure that appears to be the remains of a small settlement containing traces of two possible stone-founded round-houses and an arc of shallow ditch,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3928,"Innerwick Castle, East Lothian","Lengths of two narrow ditches on the NE, but it is unclear what their date and purpose may have been",NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3929,"Glen Cottage, East Lothian (Dry Burn)",Several irregular maculae,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3930,"Branxton Cottage, East Lothian (Black Castle Cottage)",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3931,"Harp Law, East Lothian",Featureless,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3932,"Traprain Law, East Lothian (Dumpender Law)","Relatively speaking featureless, though the plan drawn up by RCAHMS in 1955 depicts a series elongated platforms on the lower slopes on the W that are better suited to rectangular structures than circular ones. Curle and Cree's excavations dug through deep stratified deposits in spits, conflating fragmentary circular and rectangular structures and hearths in an incomprehensible muddle","There is a peat-filled sump on the summit area, and the OS 1:25,000 map shows a spring on the upper N slopes","Several platforms have been noted, but relatively few compared with the extent of the fort","Wide range of material uncovered in the early excavations that was not understood at the time and from which a few plans clearly indicate the presence of round-houses. Later excavations have revealed traces of various other structures, some of which are evidently medieval in date (see Rees and Hunter 2000); a long cist has also been found on the sumit",Largely ineffective,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes
3933,"Hadley Wood, Greater London Authority",Features described as burnt mounds,NA,Possible barrow and burnt mounds,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
3934,"Carfrae, Scottish Borders (Carfraegate)",Contains a trapezoidal enclosure apparently taking advantage of one end of the existing enclosure formed by the inner rampart; this enclosure may be a late Iron Age rectilinear settlement,NA,Improved pasture,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3935,"Damerham, Hampshire",None.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3936,"Headshaw, Scottish Borders",Featureless,NA,Improved pasture,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3937,"Kirktonhill, Scottish Borders","Cultivation across the interior has obscured any traces of house platforms, but a shallow circular scoop on the E is almost certainly an overlying late Iron Age settlement enclosure",NA,Circular enclosure scooped into the slope on the E,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3938,"Worlebury Camp, North Somerset","Dymond investigated some 93 rock-cut pits, averaging 2m by 2m and 1.5m deep, but also to c. 2.5m deep. Evidence of storage, with barley and wheat, peas, pottery and burnt woven baskets. Glastonbury type bead-rim pottery. 18 full skeletons from pits. Animal bones of pigs, oxen, horses, deer, goats, and small birds and limpet shells found near the bones. Iron objects include chisel or borer, several spearheads, javelin heads, and iron cone with charred wood inside and rivet hole through cone, Dymond assuming plowshare. Stone artefacts, mainly slingstones, spindle whorls and scrapers. Roman coins found together with glass beads, coarse Roman pottery and some bronze fragments. Many of the Roman coins bear the image of the Western Roman Emperor Honorius. Some pits cleared (at c. 2006) and left open. Also evidence of hut platforms.",NA,Some pits cleared c. 2006 and left open. Evidence of hut platforms.,Details of 93 pits recorded by Dymond.,NA,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3939,"Wain's Hill, North Somerset",None.,NA,NA,NA,Geophysics not checked.,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
3940,"Cadbury Hill Camp, Congresbury, North Somerset (Cadbury, Congresbury; Cadcong)","Hut circles in W half recorded by antiquarians. Excavations by P.J. Fowler, K.S. Gardner and P.A. Rahtz, 1959- 1970 confirmed an Iron Age date for hillfort, with hut circles, post holes, large quantities of Iron Age pottery and 830 sling-stones from interior. Also found earlier activity on hill top, with quantity of Neolithic flintwork of blades and waste flakes, and two Bronze Age barbed and tanged arrowheads. Later Romano- British occupation, with two hearths and associated rectangular building in interior dated AD 430-450. Later also, again re-fortified and AD 450-480 evidence of stone-based timber-framed rampart constructed over area occupied during the late Romano-British period. These, orientated N-S  within area of Iron Age hillfort, abandoned by sixth century AD. Further phase of occupation developed over the area of these ramparts. This late occupation included eight huts, two circular with diameters 15m, as well as rectangular 'longhouse' structure of 8m by 3m. Finds from this period included Romano-British pottery, Roman and post-Roman beads, glass, bricks, bronze and iron objects including four penannular brooches, as well as local, Gaulish and Mediterranean pottery dating to the fifth and sixth centuries AD. Some of inscribed with symbols, suggesting that later settlement possibly associated with pagan or early Christian shrine.",NA,Hut circles in W half recorded by antiquarians. Quarry ditch.,"Excavations found Iron Age hut circles and postholes. Later Romano- British occupation, with two hearths and associated rectangular building in interior dated AD 430-450. Later also, again re-fortified and AD 450-480 evidence of stone-based timber-framed rampart constructed over area occupied during the late Romano-British period. These, orientated N-S  within area of Iron Age hillfort, abandoned by sixth century AD. Further phase of occupation developed over the area of these ramparts. This late occupation included eight huts, two circular with diameters 15m, as well as rectangular 'longhouse' structure of 8m by 3m. Possible pagan or early Christian shrine.",NA,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No
3941,"Overhowden, Scottish Borders",Featureless,NA,Improved pasture,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3942,"Norsey Wood, Essex",N/A as not a hillfort,NA,NA,NA,NA,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3943,"Camulodunum, Essex",N/A as not a hillfort,NA,NA,N/A as not a hillfort,N/A as not a hillfort,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3944,"Skitt's Hill Camp, Essex (Braintree; Mount House)",N/A as not a hillfort,NA,NA,N/A as not a hillfort,N/A as not a hillfort,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3945,"Hougham Without, Kent",N/A as not a hillfort,NA,N/A as not a hillfort,N/A as not a hillfort,N/A as not a hillfort,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3946,"Bowerhouse, Scottish Borders (Nether Bowerhouse)",Featureless,NA,In old plantation,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3947,"Kirktonhill, Scottish Borders",A single complete ring-ditch house is visible and fragments of others may also be present,NA,A single ring-ditch house,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
3948,"Cadbury Castle, South Cadbury, Somerset (South Cadbury; South Cadbury Castle)","Three probable quarry scoops on W. Because of cultivation of interior from medieval to modern, lack of surface features. Excavation of sample of 362 pits Many postholes. Evidence of roundhouses, rectangular structures, medieval hall, outlined in excavation report (Bartlett et al 2000). Successive geophysics showed many features, including pits and structures, outlined in detail in excavation report (Bartlett et al 2000). Very many finds from much pottery, personal adornments (245 brooches/fragments), metal and metal working, harness and military equipment, agricultural and other tools, through to animal and human bone. Outlined in detail in excavation report (Bartlett et al 2000). RAF flights for local amateur Mary Harfield 1955 found two hollow ways from NE gate to plateau and numerous probable pits.","Two water sources within probably prehistoric origin: stone/brick King Arthur's Well, S of passage to NE gate, and Queen Anne's Well now muddy spring.","Three probable quarry scoops on W. Because of cultivation of interior from medieval to modern, lack of surface features.","Excavation of sample of 362 pits Many postholes. Evidence of stake-walled roundhouses, rectangular structures, medieval hall, outlined in excavation report (Bartlett et al 2000).","Successive geophysics showed many features, including pits and structures, outlined in detail in excavation report (Bartlett et al 2000).",No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
