Main_Atlas_Number,Main_Display_Name,Investigations_Summary,Related_Investigations
4003,"Birkenside Hill, Scottish Borders","Photographed by CUCAP in 1972, and by RCAHMS Aerial Survey Programme in 1976, 1978, 1980, 1981, 1983, 1985, 1988, 1990, 1993, 1995, 1996, 1998, 2000 and 2009",1st Identified Map Depiction (1826); Other (1857); Other (1908); Earthwork Survey (1910); Other (1955); Other (1962); Other (1976)
4004,"West Morriston, Scottish Borders","Photographed by CUCAP in 1968 and 1977, by RCAHMS Aerial Survey Programme 1983, 1986, 1989, 1991, 1993, 1994, 1996, 1998 and 1999, by John Dent in 1993 and Richard Strathie in 1996",1st Identified Map Depiction (1857); Other (1883); Other (1894); Other (1908); Earthwork Survey (1910); Other (1925); Other (1955); Other (1962)
4005,"Grizzlefield, East Rings, Scottish Borders","Photographed by CUCAP in 1967, and by RCAHMS Aerial Survey Programme in 1979, 1980, 1981, 1982, 1983, 1986, 1989, 1990, 1993, 1994, 1996, 1997, 1998, 2000, 2001, 2006 and 2010",1st Identified Map Depiction (1771); 1st Identified Written Reference (1883); Earthwork Survey (1911); Other (1955); Other (1962)
4006,"Grizzlefield, West Rings, Scottish Borders","Photographed by CUCAP in 1967, and by RCAHMS Aerial Survey Programme in 1980, 1981, 1983 1989, 1990, 1993, 1996, 2000, 2001, 2006 and 2015",1st Identified Map Depiction (1771); Other (1883); Earthwork Survey (1911); Other (1955); Other (1962)
4007,"Bemersyde, Scottish Borders",Photographed by RCAHMS Aerial Survey Programme in 1977 and 1984,1st Identified Written Reference (1977)
4008,"Longcroft, Scottish Borders","Photographed under a variety of conditions by CUCAP in 1953 and 1969, by John Dent in 1991 and 1994, and by RCAHMS Aerial Survey Programme in 1976, 1981, 1982, 1983, 1998 and 2010. Visited by S Halliday on several occasions.",1st Identified Map Depiction (1755); Other (1853); Other (1883); Earthwork Survey (1894); Other (1894); Other (1897); Other (1908); Earthwork Survey (1912); Other (1927); Other (1952); Other (1961); Other (1979)
4009,"West Addinston Hill, Scottish Borders (Addinston)","Photographed by CUCAP in 1953, 1969 and 1972, and by RCAHMS Aerial Survey Programme in 1976, 1980, 1983, 1986, 1995, 1999, 2009 and 2010",1st Identified Map Depiction (1755); Other (1853); Other (1883); Other (1894); Earthwork Survey (1894); Other (1908); Earthwork Survey (1912); Other (1927); Other (1961); Other (1963); Other (1975)
4010,"Kelphope Burn, Scottish Borders (Dodcleugh)","Photographed by RCAHMS Aerial Survey Programme in 1982, 1983 and 1998",1st Identified Map Depiction (1755); 1st Identified Written Reference (1908); Earthwork Survey (1912); Other (1955); Other (1979); Other (1988)
4011,"Tollis Hill, Scottish Borders","Photographed by RCAHMS Aerial Survey Programme in 1982, 1983 and 1993",1st Identified Map Depiction (1755); 1st Identified Written Reference (1791); Other (1857); Other (1894); Other (1908); Earthwork Survey (1912); Other (1936); Other (1963); Other (1979)
4012,"Hillhouse, Scottish Borders",NA,1st Identified Map Depiction (1755); Other (1853); Other (1894); Other (1900); Other (1908); Earthwork Survey (1912); Other (1963); Other (1989)
4013,"Wallace's Knowe, Scottish Borders (Glenburnie)",NA,1st Identified Written Reference (1908); Earthwork Survey (1912); 1st Identified Map Depiction (1956); Other (1979); Other (1988)
4014,"Harefaulds, Scottish Borders (Haerfaulds)","Photographed by RCAHMS Aerial Survey Programme in 1979, 1982, 1983, 1992, 1998 and 2010",1st Identified Map Depiction (1826); Other (1857); Earthwork Survey (1870); Excavation (1871); Other (1873); Other (1882); Earthwork Survey (1894); Other (1897); Earthwork Survey (1902); Other (1908); Earthwork Survey (1914); Other (1950); Other (1955); O
4015,"Gretton, Northamptonshire",Limited excavation after top soil stripping for quarrying (1978 and 1979).,Excavation (1978); Excavation (1979)
4016,"Blackchester, Scottish Borders",Photographed by RCAHMS Aerial Survey Programme through the trees in 1983 and 1994,1st Identified Map Depiction (1755); Other (1857); Other (1883); Other (1894); Other (1908); Earthwork Survey (1912); Other (1936); Other (1952); Other (1963); Other (1975)
4017,"Nether Howden Rings, Scottish Borders","Photographed by RCAHMS Aerial Survey Programme in 1981, 1983 and 1995",1st Identified Written Reference (1900); Other (1919); Other (1955); Other (1975); Other (1981)
4018,"Lylestone Plantation, Scottish Borders",NA,Earthwork Survey (1952); 1st Identified Map Depiction (1955); Other (1975); Other (1988)
4019,"Burncastle, Scottish Borders","Photographed by CUCAP in 1967, and by RCAHMS Aerial Survey Programme in 1983, 1998, 1999, 2006 and 2010",1st Identified Map Depiction (1755); Other (1857); Other (1894); Other (1908); Earthwork Survey (1912); Other (1963); Other (1975); Other (1989)
4020,"Dabshead, Scottish Borders (Dabshead Hill; Dubshood; Dabshood)","Photographed by CUCAP in 1953 and 1972, and RCAHMS Aerial Survey Programme in 1980, 1981, 1983, 1998, 1999 and 2010",1st Identified Map Depiction (1755); Other (1857); Earthwork Survey (1894); Other (1908); Earthwork Survey (1912); Other (1950); Other (1963); Other (1975); Other (1979); Other (1989)
4021,"Courthill, Scottish Borders","Photographed by CUCAP in 1972, by John Dewar in 1976 (held by RCAHMS), by Dennis Harding in 1978, and by RCAHMS Aerial Survey Programme in 1976, 1977, 1979, 1980, 1981 and 1993",1st Identified Written Reference (1972)
4022,"Third, Scottish Borders",NA,1st Identified Written Reference (1954); Geophysical Survey (1993)
4023,"Sand Point, North Somerset",Aerial photograph interpretation Gloucestershire CC: Severn Estuary NMP Rapid Copastal Zone Assessment Survey 2006-08.,Other (2006-2008)
4024,"Brotherstone Hill West, Scottish Borders","Photographed by RCAHMS Aerial Survey Programme in 1999, and by R Strathie in 2014",Earthwork Survey (1921); 1st Identified Map Depiction (1962); Other (1988)
4025,"Butchercote, Scottish Borders","Photographed by John Dent in 1993, and by RCAHMS Aerial Survey Programme in 1981, 1983, 1984, 1992 and 1995",Earthwork Survey (1921); Other (1954); 1st Identified Map Depiction (1955); Other (1962)
4026,"Heckside Plantation, Clinthill, Scottish Borders (Heckside Plantation 1; Clinthill; Clint Lodge; Heckside 1)","Photographed by CUCAP in 1961, 1966 and 1975, by John Dent in 1993, and by RCAHMS Aerial Survey Programme in 1976, 1982 and 1999,",1st Identified Written Reference (1921); 1st Identified Map Depiction (1955); Other (1962); Geophysical Survey (1993)
4027,"Heckside Plantation, Clinthill, Scottish Borders (Heckside Plantation 2; Clinthill; Heckside 2)","Photographed by CUCAP in 1961 and 1975, and by RCAHMS Aerial Survey Programme in 1983 and 1996",1st Identified Written Reference (1961); Geophysical Survey (1993)
4028,"Whitrighill, Scottish Borders (Whiterigg Hill)","Photographed by RCAHMS Aerial Survey Programme in 1983 and 2006, and by John Dent in 1993",1st Identified Written Reference (1954); Other (1983); Geophysical Survey (1991); Excavation (1992)
4029,"Blackcastle Rings, Scottish Borders","A massive silver chain was reported to have been found in the late 18th century at the fort by the Rev Abraham Home (NSA, 14, Berwickshire, 43), but subsequent enquiries suggest that it was discovered nearby in the linear earthwork known as Heriot's Dyke (Elliot 1872, 18n; Smith 1872, 327-8).   The fort was photographed by RCAHMS Aerial Survey Programme in 1993 and 2008",1st Identified Map Depiction (1771); 1st Identified Written Reference (1834); Other (1857); Earthwork Survey (1894); Other (1905); Other (1908); Other (1912); Other (1927); Other (1956); Other (1961); Other (1963); Other (1979)
4030,"Rumbleton Law, Scottish Borders","Photographed by RCAHMS Aerial Survey Programme in 1980, 1983 and 1984",1st Identified Written Reference (1793); Other (1980)
4031,"Hareheugh Craigs, Scottish Borders (Stenmuir)",Photographed from the air by John Dent in 1992,Earthwork Survey (1934); 1st Identified Map Depiction (1955); Other (1963); Other (1979); Other (1987); Earthwork Survey (1999); Other (2001)
4032,"Calleva Atrebatum, Hampshire (Silchester (The Inner Earthwork))",N/A as not a hillfort,NA
4033,"Fans, Scottish Borders","Photographed by RCAHMS Aerial Survey Programme in 1983, 1989, 1991 and 2000",Earthwork Survey (1911); 1st Identified Map Depiction (1955); Other (1963); Other (1993)
4034,"Gordon Castle, Bogle Plantation, Scottish Borders","A concentric ring symbol shown on Andrew and Mostyn Armstrong's Map of the County of Berwick (1771) to the NE of Gordon near a place called Castles has no known correlate and is possibly an attempt to represent this earthwork, which was evidently well-known in the district, with a castle association.",1st Identified Written Reference (1834); 1st Identified Map Depiction (1858); Other (1955); Other (1979); Other (1989); Other (1990)
4035,"Clifton Down Camp, City of Bristol (Clifton Camp; Clifton Down Promontory Fort; St Vincent's Rocks)","Described by William Worcestre (1480) and John Aubrey (17th century). On 1st Ed. OS map (1883). Antiquarian digging, 1808, 1810. Plan 1900 (C. Lloyd Morgan).",1st Identified Written Reference (1480); 1st Identified Map Depiction (1883); Other (1900); Excavation (1808-1810)
4036,"Bagendon, Gloucestershire (Perrotts Brook Dykes)",N/A as not a hillfort,NA
4037,"High Brotheridge, Gloucestershire (High Brotheridge Camp; Cooper's Hill Camp)",N/A as not a hillfort.,NA
4038,"Knock Hill, Scottish Borders",Photographed by RCAHMS Aerial Survey Programme in 1983,1st Identified Map Depiction (1857); Other (1894); Other (1908); Earthwork Survey (1912); Other (1955); Other (1963); Other (1979); Other (1987); Other (1993)
4039,"Wrunklaw, Scottish Borders (Wrinklaw; Runklie; Horseupcleugh)","Photographed by CUCAP in 1970, and by RCAHMS Aerial Survey Programme in 1984 and 1993",Other (1857); 1st Identified Written Reference (1882); Earthwork Survey (1894); Other (1908); Earthwork Survey (1912); Other (1954); Other (1963); Other (1979); Other (1979); Other (1991); Earthwork Survey (2015)
4040,"Kingsrig, Scottish Borders (Kingrig)","Photographed by CUCAP in 1967, 1970 and 1981, and by RCAHMS Aerial Survey Programme in 1977, 1996 and 2003",1st Identified Written Reference (1967)
4041,"Springhill, Scottish Borders (Birgham Haugh)","Photographed by CUCAP in 1961, 1970, 1971, 1977 and 1978, by John Dewar in 1971, and by RCAHMS Aerial Survey Programme in 1976, 1979, 1983, 1984, 1986, 1992, 1995, 1997 and 2009",1st Identified Written Reference (1961); Other (1991)
4043,"Blaise Castle, City of Bristol (Henbury)","In Aubrey's Monumenta Britannica (1665-1693). Reference T. J. Lloyd Baker 1821. On 1st Ed OS map (1885-1900). Excavation J. Clevedon-Brown and  P. Rahtz 1957. Evaluation BLAISE CASTLE CAR PARK EXTENSION, Cotswold Archaeological Trust 2001.",Excavation (1957); Other (2001); 1st Identified Written Reference (1665-1693); 1st Identified Map Depiction (1885-1900)
4044,"King's Weston Down Camp, City of Bristol (King's Weston Hill Camp)",On 1st Ed. OS map (1881). Excavation P.A. Rahtz 1956. Pipeline cut through rampart at E end by SW Gas Board 1966. Trench 4m x 4m cut around site of metal detector find of Bronze Age hoard on Kings Weston Down by G. Plowright and M .W. Ponsford 1984 (no report).,1st Identified Map Depiction (1881); Excavation (1956); Excavation (1966); Excavation (1984)
4045,"King's Weston Hill, City of Bristol",Southwestern Gas Board  pipe trench 1966 (no report).,Excavation (1966)
4046,"The Chesters, Fogo, Scottish Borders (Chesters, Marchmont)",Photographed by RCAHMS Aerial Survey Programme 1988 and 1992,1st Identified Map Depiction (1771); 1st Identified Written Reference (1834); Other (1858); Other (1894); Other (1908); Earthwork Survey (1912); Other (1970); Other (1979); Other (1988)
4047,"Lintmill Bridge, Scottish Borders (Blackadder Water)",NA,1st Identified Written Reference (2006)
4048,"Belchester, Scottish Borders",NA,1st Identified Map Depiction (1771); Other (1858); Other (1908); Earthwork Survey (1912); Other (1955); Other (1966); Other (1979); Other (1988); Other (2008)
4049,"Maiden Castle, Swaledale, North Yorkshire","General reference in Whitaker (1826). Recorded on 1856 1:10,560 OS mapping. Field investigation in 1977, surveyed by RCHME in 1996 (ref. no. 1066873). Scheduled",1st Identified Written Reference (1826); 1st Identified Map Depiction (1856); Other (1924); Other (1977); Earthwork Survey (1996)
4050,"Hardacres Hill, Scottish Borders",Photographed by R Strathie and RCAHMS Aerial Survey Programme in 1995,1st Identified Map Depiction (1771); 1st Identified Written Reference (1834); Other (1858); Other (1875); Other (1908); Earthwork Survey (1912); Other (1966); Other (1979)
4051,"Cockburn Law, Scottish Borders","Photographed by CUCAP in 1952, BY John Dewar in 1971 (held by RCAHMS), and by RCAHMS Aerial Survey Programme in 1983, 1986, 1992 and 2008",1st Identified Map Depiction (1771); Other (1850); Other (1857); Earthwork Survey (1894); Other (1908); Earthwork Survey (1912); Other (1961); Other (1970); Other (1979); Other (1979); Other (1995)
4052,"Preston Cleugh, Scottish Borders (Bunkle Edge; Prestoncleugh)","Photographed by John Dewar in 1971 (held by RCAHMS), and by RCAHMS Aerial Survey Programme in 1981 and 1999",1st Identified Map Depiction (1771); Other (1857); Earthwork Survey (1894); Earthwork Survey (1895); Other (1908); Earthwork Survey (1912); Other (1927); Other (1950); Other (1961); Other (1970); Other (1979); Other (2001)
4053,"Preston Haugh, Scottish Borders","Photographed by RCAHMS Aerial Survey Programme in 1981, 1992, 1993 1994 and 2006",1st Identified Written Reference (1981)
4054,"Cumledge Mill, Scottish Borders",NA,1st Identified Written Reference (1992)
