Main_Atlas_Number,Main_Display_Name,Landscape_Altitude,Landscape_Type_Comments,Landscape_Topography_Comments,Landscape_Topography_Dominant,Landscape_Type_Contour,Landscape_Type_Partial,Landscape_Type_Promontory,Landscape_Type_Hillslope,Landscape_Type_Level,Landscape_Type_Marsh,Landscape_Type_Multiple,Landscape_Topography_Hilltop,Landscape_Topography_Coastal,Landscape_Topography_Inland,Landscape_Topography_Valley,Landscape_Topography_Knoll,Landscape_Topography_Ridge,Landscape_Topography_Scarp,Landscape_Topography_Hillslope,Landscape_Topography_Lowland,Landscape_Topography_Spur,Landscape_Aspect_N,Landscape_Aspect_NE,Landscape_Aspect_E,Landscape_Aspect_SE,Landscape_Aspect_S,Landscape_Aspect_SW,Landscape_Aspect_W,Landscape_Aspect_NW,Landscape_Aspect_Level
3617,"Langdon Hills, Essex",115.0,"No enclosure shown on OS mapping but the location suggests the site was located on the summit of a hill at 115m OD, with the defences possibly following the contours of the hill. The interior sloped E-W with a 10m difference between the highest and lowest ground",,Inland promontory,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
3618,"Quarter Wood Side, Scottish Borders",330.0,,,,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
3619,"Rachan Hill, Scottish Borders",316.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3620,"Henry's Brae, Scottish Borders (Vane Law)",305.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3621,"Tinnis Castle, Scottish Borders (Thanes)",287.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3622,"Bordlands Rings, Scottish Borders",277.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3623,"Whiteside Hill, Scottish Borders",368.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3624,"Blyth Bank Hill, Scottish Borders",309.0,,,,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3625,"Henderland Hill, Scottish Borders",319.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3626,"Blyth Hill, Scottish Borders",308.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3627,"Hog Hill, Scottish Borders (Wester Happrew)",260.0,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
3628,"Hamildean Hill, Scottish Borders",386.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3629,"Tor Hill, Torbank, Scottish Borders",328.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3630,"Wester Happrew, Scottish Borders",260.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3631,"Harehope Rings, Scottish Borders (Harehope Hill)",395.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3632,"Ladyurd Rings, Scottish Borders",282.0,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes
3633,"Callands, Scottish Borders",305.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3634,"Drochil Hill, Scottish Borders",320.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3635,"Lyne Burn, Scottish Borders (Harehope)",290.0,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
3636,"Castlecraig, Scottish Borders (Castle Hill)",262.0,,,,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3637,"Gallowberry Wood, Scottish Borders (Bryland)",381.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3638,"Lochurd, Scottish Borders",320.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3639,"Kings Meadows, Scottish Borders (King's Meadows)",175.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3640,"Camp Law Plantation, Scottish Borders (Whitehaugh)",314.0,,,,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3641,"Kailzie, Tor Hill, Scottish Borders",270.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3642,"Charge Law Plantation, Scottish Borders",350.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3643,"Waddenshope, Scottish Borders (Upper Newby)",305.0,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3644,"Lady Blair Plantation, Scottish Borders (Haystoun)",367.0,,,,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3645,"Horsburgh Castle, Scottish Borders",185.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3646,"Whitelaw Rig, Scottish Borders (Castlehill; Manor Water)",280.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3647,"Syke Hill, Scottish Borders",350.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3648,"Hunt Hill, Scottish Borders",305.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3649,"Edston, Scottish Borders",243.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3650,"Woodhouse Hill, Scottish Borders",343.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3651,"Quaw Plantation, Scottish Borders (Cademuir Farm)",210.0,,,,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3652,"The Whaum, Scottish Borders (Bellanrig)",325.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3653,"Cademuir Hill, Scottish Borders (Cademuir Hill 2)",356.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3654,"Cademuir Hill, Scottish Borders (Cademuir Hill 1)",407.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3655,"Chester Hill, Hundleshope, Scottish Borders",313.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3656,"Manor Sware, Scottish Borders",265.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3657,"Chester Rig, Glen, Scottish Borders",373.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3658,"Wood Hill, Scottish Borders (Macbeth's Castle)",335.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3659,"Ring Knowe, Scottish Borders",275.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3660,"Hallmanor, Scottish Borders (Glenrath)",305.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3661,"Northshield Rings, Scottish Borders",359.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3662,"Wormiston Rings, Scottish Borders",235.0,,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3663,"Milkieston Rings, Scottish Borders (Milkieston Hill)",339.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3664,"Milkieston, Scottish Borders",275.0,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
3665,"Wormiston, Scottish Borders",235.0,,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3666,"Ven Law, Scottish Borders",325.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3667,"Kittlegairy Burn, Scottish Borders (Glenbield; Soonhope Burn; Glentress Forest)",351.0,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No
3668,"Janet's Brae, Scottish Borders (Peebles Hydropathic)",305.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
3669,"Cardie Hill, Scottish Borders",312.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3670,"Castle Hill, Horsburgh Castle Farm, Scottish Borders (Horsbrugh)",324.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3671,"Smithfield, Scottish Borders",360.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3672,"Janet's Brae, Scottish Borders (Peebles Hydropathic)",270.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3673,"Black Meldon, Scottish Borders",407.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3674,"White Meldon, Scottish Borders",427.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3675,"Meldon Burn, Scottish Borders (White Meldon)",251.0,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
3676,"Upper Kidston, Scottish Borders",337.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3677,"West Bold, Scottish Borders (Bold Rig)",285.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3678,"Cardrona, Scottish Borders (Castle Knowe; Cardrona House Policies)",328.0,,,,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3679,"Pirn Wood, Scottish Borders (Pirnwood)",230.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3680,"Caerlee, Scottish Borders (Caerlee Hill)",259.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3681,"Traquair, Chester Hill, Scottish Borders",309.0,,,,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3682,"Grieston Hill, Scottish Borders",365.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3683,"Long Crendon, Buckinghamshire",91.0,"Possible hillslope fort, aspect to East",,Hillslope,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
3684,"Glenwhappen Rig, Scottish Borders (Glenbreck)",343.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3685,"The Castle, Leigh, Dorset (Leigh Castle; Castle Hill, Leigh)",112.0,"Possible univallate, contour hillfort dominating low rising NE-SW ridge leading up to the high chalk of the Dorset Downs at W edge of Blackmoor Forest., from the middle of the clay lands of Blackmore Vale. Moderate surrounding slopes.",,Ridge,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3686,"Dronley Burn, Angus",125.0,,,,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
3687,"Dechmont Law, West Lothian",217.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3688,"Craigton Hill, West Lothian (Craigton Fort; Craigton Quarry)",108.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3689,"Abercorn, West Lothian",53.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3690,"Peace Knowe, West Lothian",180.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3691,"Wallbury Camp, Essex (Dells)",69.0,A contour fort lying on a level spur at 69m OD,,Spur,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes
3692,"Ring Hill Camp, Essex (Starbury; Warren Ring)",97.0,A hillslope fort lying at 97m OD on the shoulder of a natural chalk spur overlooking the River Cam. The ground slopes away to the SE,,Natural chalk spur overlooking the River Cam,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No
3693,"Stacks, Falkirk",25.0,,,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3694,"Prittlewell Camp, Southend-on-Sea (Greve Field; Grove Field; Pritwell; Fossets Mounds, Smithers Farm; The Look Out)",23.0,A possible hillfort lying at 23m OD on a broad ridge.,,Broad ridge,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes
3695,"Braidwood, Midlothian (Camp Hill; Camphill Fort; Braidwood Bridge)",329.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3696,"Clubbiedean, City of Edinburgh (Clubbiedean Reservoir)",228.0,,,,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3697,"Currievale, City of Edinburgh (Cocklaw)",115.0,,,,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3698,"Dalmahoy Hill, City of Edinburgh",246.0,,,,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3699,"Kaimes Hill, City of Edinburgh",245.0,,,,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3700,"Craigie Hill, City of Edinburgh",94.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3701,"Gogar, City of Edinburgh",45.0,,,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
3702,"Hillwood, City of Edinburgh",105.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3703,"Mavisbank House, Midlothian (Bilston Burn; River North Esk; Mavisbank House Policies; New Saughton Hal)",115.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3704,"Pentland Grove, Midlothian (Seafield Moor)",175.0,,,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes
3705,"Torgeith Knowe, City of Edinburgh",200.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3706,"Hillend, Midlothian (Caerketton Hill)",327.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3707,"Woodhouselee Hill, Midlothian",382.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3708,"Maiden Castle, Midlothian",90.0,,,,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3709,"Roslin, Midlothian (Penicuik Road)",155.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3710,"Castle Law, Glencorse, Midlothian (Castlelaw)",306.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3711,"Turnhouse Hill, Midlothian (Lawhead)",374.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3712,"Castle Knowe, Midlothian",331.0,,,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3713,"Edinburgh Castle, City of Edinburgh (Castle Rock; Mills Mount)",131.0,Character of any earlier fortifications is unknown,,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3714,"Blackford Hill, City of Edinburgh (Edinburgh, Blackford Hill)",164.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3715,"North Poorton, Dorset (Burcombe Farm)",-1.0,"Possible, small, univallate, contour hillfort located on end of chalk E-W spur ridge above steep wooded tributaries of Mangerton River to N and S and their confluence on W. Steep on N, S and W, very steep to SE.",,Spur ridge,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
3716,"Dunsapie, City of Edinburgh (Edinburgh, Holyrood Park, Dunsapie; The King's Park; Queen's Park; Dunsapie Crag; Dunsapie Loch)",142.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3717,"Salisbury Crags, Edinburgh, City of Edinburgh (Edinburgh, Holyrood Park, Salisbury Crags; Queen's Park)",174.0,Interior ranges from 125m to 174m OD,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3718,"Kelsey Head, Cornwall",46.0,"Remains of promontory fort (aka cliff castle) and annexe on N-facing coastal headland of Kelsey Head, Sw of Newquay and to W of Porth Joke (Atlas No 0598). Precipitous sea cliffs to NE, E, SW and NW.",,Coastal headlland.,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
3719,"Arthur's Seat, City of Edinburgh (Edinburgh, Holyrood Park, Arthur's Seat; Queen's Park; Crow Hill)",251.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3720,"Samson's Ribs, Arthur's Seat, City of Edinburgh (Edinburgh, Holyrood Park, Arthur's Seat, Samson's Ribs; Queen's Park)",125.0,,,,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3721,"Wester Craiglockhart Hill, City of Edinburgh",175.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3722,"Cakemuir Burn, Scottish Borders",275.0,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
3723,"Unst, Blue Mull, Shetland Islands",68.0,,,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3724,"Corsehope Rings, Mid Hill, Scottish Borders",404.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3725,"Queen Mary's Mount, East Lothian",160.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3726,"Fordel Mains, Midlothian",194.0,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3727,"East Hill, Hastings, East Sussex",90.0,Coastal promontory hillfort located on East Hill above coastal chalk cliffs SE-SW. Measures c. 730m transversely NE-SW.,,Coastal cliff edge.,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
3728,"Ditchling Beacon, East Sussex",248.0,"Univallate contour hillfort located on summit of prominent Ditchling Beacon on ridge of South Downs. Far-reaching views from site. Steep slopes, becoming very steep on N and NE, moderate along ridge to S.",,Ridge summit.,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3729,"Ranscombe Camp, East Sussex",128.0,"Unfinished, univallate, possible partial contour hillfort located on NW-SE ridge of Sussex Downs 500m to NW of Mount Caburn hillfort (Atlas No. 3730). Very steep slopes to Caburn Bottom on N and NE, to SE and S, steep elsewhere.",,Ridge,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
3730,"Mount Caburn Camp, East Sussex (The Caburn)",137.0,"Multivallate, contour hillfort situated on prominent spur of Caburn hill in South Downs above coastal plain and overlooking Ouse valley to SW, and 500m SE of the unfinished Ranscombe Camp (Atlas No 3729). Generally very steep surrounding slopes on S to NW and moderate along ridge to NNE. Steep wooded valley to E.",,Hill top,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3731,"Seaford Head Camp, East Sussex (Seaford Camp; Burdyck Hill, Seaford Head)",86.0,"Univallate level terrain fort located on high, clay-topped, chalk, SW-facing sea cliff-edge, located to W of, and across Cuckmere Haven and bay from, the Belle Tout enclosure (Atlas No 3750). Precipitous sea cliffs S-SW, moderate to level slopes elsewhere. Extensive coastal erosion has resulted in perhaps half of the original site lost to sea on SW,",,Coastal headland.,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
3732,"Castle Hill, Newhaven, East Sussex (Miching Camp)",50.0,"Thought destroyed, possible contour hillfort located on Castle Hill or Burrow Cliff or Burrow Head facing the sea to S. In",,Hill top,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3733,"High Rocks, Kent",95.0,A contour fort located on the summit of a rocky promontory at 95m OD overlooking the valley of the River Grom in the NW,,Rocky promontory,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No
3734,"Garden Hill, Hartfield, East Sussex",160.0,"Slight, univallate, contour hillfort located within the Ashdown Forest on a spur of Ashdown Sand of High Weald of East Sussex, which caps steep natural escarpment to N, E and S with extensive views towards the North and South Downs.",,Spur,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
