Main_Atlas_Number,Main_Display_Name,Dating_Date_Comments,Dating_Pre_Comments,Dating_Post_Comments,Dating_Date_Pre_1200BC,Dating_Date_1200BC_800BC,Dating_Date_800BC_400BC,Dating_Date_400BC_AD50,Dating_Date_AD50_AD400,Dating_Date_AD400_AD800,Dating_Date_Post_AD800,Dating_Date_Unknown,Dating_Date_Reliability,Dating_Pre,Dating_Post,Related_Dating_Artefactual,Related_Dating_NA,Related_Dating_Morph_Earth_Typo,Related_Dating_C14,Related_Dating_Other
3443,"Pulpit Hill, Buckinghamshire","Early Iron Age pottery and daub fragments, a probable Roman knife blade and Neolithic or Bronze Age worked flint have been recovered from the ground surfaces and an Iron Age spearhead from the area of the proposed rabbit warren.",Flint flakes and scrapers from rabbit burrows.,Roman finds of a knife blade and spearhead. Citizen science survey recorded a small quarry pit (NNW side). Medieval and post-medieval woodland boundary bank-ditch cutting through the site NW-SE in the SW corner;  sawpits.  Rabbit warren,No,No,Yes,Yes,No,No,No,No,B,Yes,Yes,Yes,No,Yes,No,No
3444,"Medmenham Camp, Buckinghamshire (Bolebec's Castle; States House Hillfort)","The site is undated. Neolithic and Bronze Age worked flints and a Palaeolithic axe found on the ground within and around the hillfort, and the tang and part of the blade of a double-edged knife, possibly Bronze Age, discovered on the SW rampart.  A possible ring ditch or banjo enclosure recorded during geophysical survey.",NA,Ploughed in the E; quarrying; landscaped gardens,No,No,No,No,No,No,No,Yes,D,Yes,Yes,No,Yes,No,No,No
3445,"Seven Ways Plain, Buckinghamshire",The site is undated,NA,Quarrying.  Construction and removal of War Department huts erected in the 1940s when the whole of the Beeches was fenced off for use by the army.,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3446,"Danesfield Camp, Buckinghamshire (Dane's Ditches)","Iron Age pottery recovered from pits and postholes. Neolithic ditch discovered during evaluations.  Large number of Neolithic or Bronze Age flint flakes recovered. Danesfield House requisitioned as an RAF intelligence base between 1941 and 1977, currently a hotel and spa",NA,NA,No,No,Yes,Yes,No,No,No,No,B,Yes,Yes,Yes,No,No,No,No
3447,"Whelpley Hill, Buckinghamshire",The site is undated,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3448,"Cholesbury Camp, Buckinghamshire (Bury Hills; The Camp; The Danish Camp)",Middle to late Iron Age pottery sherds distributed across the surface (Kimball 1933). The site was possibly constructed over or enhanced an earlier enclosure (Kimball 1933). A 13th century church and more recent buildings and structures lie across the line of the former ramparts and within the interior in the S and SW.  The interior is divided into fields and a track runs S to NW across the site,NA,NA,No,No,Yes,Yes,No,No,No,No,B,Yes,Yes,Yes,No,Yes,No,No
3449,"Norbury, Buckinghamshire",The site is undated,NA,19th century clay quarry and brickworks; arable,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3450,"Danesborough Camp, Milton Keynes",The site has been dated by pottery to 1st century BC to 1st century AD,NA,NA,No,No,No,Yes,Yes,No,No,No,B,No,No,Yes,No,No,No,No
3451,"Asheldham Camp, Essex","Excavated artefactual evidence suggest occupation from the Iron Age, with activity continuing into the Roman, Anglo Saxon and possibly later periods.",Pre-hillfort cultivation,Saxon pottery c. 7th-9th centuries was recovered from the ditch fills,No,No,Yes,Yes,No,No,No,No,B,Yes,Yes,Yes,No,No,No,No
3452,"Desborough Castle, Buckinghamshire (The Roundabout)","The earthworks are undated. Flints recovered from the surface and during an excavation in 1988, suggesting Mesolithic, late Neolithic and early Bronze Age activity. Bronze Age barrow cut by medieval ramparts. Barrow mound, thought to have been later used as a moot for the Desborough Hundred.  Roman pottery and tile and a Roman 'Belgic' brooch recovered during investigations of the castle earthworks. Medieval ringwork of Desborough Castle.",NA,NA,No,No,No,No,No,No,No,Yes,D,Yes,Yes,No,Yes,No,No,No
3453,"Craik Moor, Scottish Borders",There are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.,NA,Overlain by March Dyke and cut by a modern trackway. The outer defences have also been cultivated over at some unknown period in the past,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3454,"The Castles, Scottish Borders (Calroust Fort)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.","Stone axe (Ferguson 1897, 151)",NA,No,No,No,No,No,No,No,Yes,D,Yes,No,No,Yes,No,No,No
3455,"Park Law, Scottish Borders (Sourhope)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences, though the overlying settlement suggests that they belong in the pre-Roman Iron Age.",NA,Overlain by Late Iron Age settlement and a post-medieval farmstead with associated boundaries,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3456,"Seaton Down, Devon",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3457,"Brembridge Wood, Castle Hill Park, Devon",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3458,"Hillsborough, Ilfracombe, Devon",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3459,"Countisbury Castle, Devon (Shoulsbury; Wind Hill)",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3460,"Castle Head, Dartmouth, Devon (Dartmouth Castle)",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3461,"Greenway Camp, Kingswear, Devon (Noss Camp)",None.,NA,"Late medieval objects found on site in 1949, now in Torquay Museum.",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3462,"Bantham Camp, Devon","No dating for prehistoric promontory fort, but, Bronze Age arrowheads and Iron Age pottery found. Much evidence for site as Roman trading centre.",Neolithic polished stone axe.,"Much evidence for site as Roman trading centre, including imported amphorae from E Mediterranean and N African red slipped tablewares. Late Roman or post Roman bone and pottery including spindle whorls, bone combs and amphora sherds of fifth to seventh centuries AD. Some late Roman or medieval, earthworks. WWII pill-box and later lifeguard station.",No,No,No,No,No,No,No,Yes,D,Yes,Yes,Yes,No,Yes,No,No
3464,"Embury Beacon, Devon",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3465,"Castle Head, Dunterton, Devon",None.,NA,Remains of summer house on W terraced into hillside.,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3466,"Okehampton Park, Devon (East Hill, Okehampton)",None.,NA,Ridge and furrow in S part of interior - could be medieval?,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3467,"Hawksdown Camp, Devon (Hawkesdown Camp; Hawksdown Hill Camp; Hocksdon Castle; Oxendon Castle)",NA,NA,"Evidence of Roman activity, with finding of glandis (sling bullets) within area of E defences, suggesting possible attack or later occupation.",No,No,No,No,No,No,No,Yes,D,No,Yes,Yes,No,No,No,No
3468,"Musbury Castle, Devon",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3469,"Berry Cliff Camp, Devon",None.,NA,Possible post-medieval garden site.,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3470,"Dolbury, Devon",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3471,"Belbury Castle, Devon (Castle Copse; Castle Field)",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3472,"Stockland Great Castle, Devon (Stockland Great Camp)",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3474,"Stoke Hill Camp, Devon",Sructural evidence suggests probable construction end of pre-Roman Iron Age.,NA,NA,No,No,No,No,Yes,No,No,No,B,No,No,No,No,Yes,No,No
3475,"Burridge Camp, Devon",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3476,"Posbury Camp, Devon",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3478,"Berry Castle, Devon (Bury Camp)",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3479,"Blackbrough Hill, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,"Possibly the palisaded enclosure is inserted into the interior. A minor bank and ditch also appear to cut the defences, tailing off after a short distance downslope",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3480,"Church Hope Hill, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences, though the late Iron Age settlement suggests that they belong in the pre-Roman Iron Age.",NA,Overlain by a late Iron Age settlement,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3481,"Sundhope Kipp, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,"Some of the timber round-houses, themselves in inter-cutting sequences, probably post-date the defences",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3482,"Berry Castle, Huntshaw, Devon",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3483,"Loughton Camp, Essex (Cowper's Camp)",Coarse and finewares considered to be early and late iron Age in date were recovered during excavations in 1927-8,Possible Mesolithic flint industry,NA,No,No,Yes,Yes,No,No,No,No,B,Yes,No,Yes,No,No,No,No
3484,"Berry Castle, Woolfardisworthy, Devon",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3485,"Cranmore Castle, Tiverton, Devon",None.,NA,1549 engagement when insurgents defeated by the King's troop.,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3486,"Newberry Camp, Devon (Newberry Castle; The Castle; Combe Martin Castle)",NA,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3487,"The Castle, Knowle, Devon",NA,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3488,"Mockham Down Camp, Devon",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3489,"Brightley Barton Camp, Devon",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3490,"Camp Hill, Merseyside",Unknown,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3491,"Landican, Merseyside",No dating,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3492,"White Law, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Overlain by a stone dyke,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3493,"Burnt Humbleton, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,"Heavy robbing. The 1st edition OS 6-inch map (Roxburghshire 1863, sheet 17) shows the dashed outline of a rectangular sheepfold on the NW side of the outer enclosure",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3494,"Tod Craigs, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Heavily ploughed to the W of the dyke and formerly planted with trees to the E,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3495,"Rings Plantation, Scottish Borders",There are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.,NA,Partly ploughed down and planted with trees,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3496,"Green Humbleton, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3497,"Wildgoose Hill, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Traversed by a stone dyke,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3498,"Rath, Cork (Imokilly By.)",No dating evidence.,NA,Early medieval ringfort within interior.,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3499,"Kip Knowe, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Defences overridden by a later field-bank,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3500,"Smytha Park, Devon (Smythapark)",NA,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3501,"Myrtleberry North Camp, Devon",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3502,"Roborough Castle, Devon (Roborough Camp; Burridge Hillfort; Pilton Camp)",None.,NA,Possibly reused as the burh at Pilton listed in 10th century  Burgal Hidage.,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3503,"Castle Law, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Quarried and planted with trees,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3504,"Beara Castle, Devon (Stoke Castle)",None,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3505,"Maristow Camp, Devon",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3506,"Boghall, South Lanarkshire (Steels Bridge)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed down and overridden by a public road,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3507,"Wasteberry Camp, Devon (Lyneham Warren; Waste Berry)",None.,NA,Also site of medieval deer park and post-medieval warren. Inner rampart remodelled to form part of the pale for Lyneham deer park in existence by 1610.,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3508,"Halwell Camp, Devon",None.,Possibly. Cropmarks of late Neolithic to late Bronze Age bowl barrows in field to N of site.,Possibly reused as a Saxon fortification in 9th or 10th century AD.,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3509,"Clerklands, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Surface quarrying and planted with trees,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
3510,"Waulud's Bank, Luton (Wayland Bank, Waller's Bank, Wallards, The Castle)","A multi-period site but no direct dating for it being a hillfort although Iron Age pottery in the upper ditch fills suggests some occupation. Large collection of late Neolithic and early Bronze Age flints, including leaf-shaped and barbed and tanged arrowheads; Neolithic grooved Ware pottery; Neolithic Windmill Hill pottery. Large amount of Romano-British and Iron Age pottery in upper fills of ditch. James Dyer in personal correspondence to the SMR in 1982 reported samples had been taken for radiocarbon dating. It is uncertain if these were ever processed.",Possible Neolithic and/or early Bronze Age activity,Large amount of Romano-British pottery suggests possible settlement activity. Later ridge and furrow cultivation.,No,No,No,No,No,No,No,Yes,D,Yes,Yes,Yes,No,No,No,No
3511,"Stanborough Camp, Devon",None.,Large bowl barrow with central stone chamber In SE of fort's centre,Possibly site of Anglo-Saxon burh of Healghwille. Meeting place of the hundred of Stanborough.,No,No,No,No,No,No,No,Yes,D,Yes,Yes,No,Yes,No,No,No
3512,"Slapton Castle, Devon (The Castle)",None.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
3513,"Rink Hill, Scottish Borders","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,"Robbed, ploughed down and overlain by a stone dyke",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
