Main_Atlas_Number,Main_Display_Name,Annex_Summary,Annex
3653,"Cademuir Hill, Scottish Borders (Cademuir Hill 2)",The small annexe on the N is in effect no more than a manifestation of the outer defences and was possibly designed in its final form to simply extend the impression of the size of the fort when viewed from the ENE.,Yes
3654,"Cademuir Hill, Scottish Borders (Cademuir Hill 1)",NA,No
3655,"Chester Hill, Hundleshope, Scottish Borders",NA,No
3656,"Manor Sware, Scottish Borders",NA,No
3657,"Chester Rig, Glen, Scottish Borders",NA,No
3658,"Wood Hill, Scottish Borders (Macbeth's Castle)",NA,No
3659,"Ring Knowe, Scottish Borders",NA,No
3660,"Hallmanor, Scottish Borders (Glenrath)",NA,No
3661,"Northshield Rings, Scottish Borders",NA,No
3662,"Wormiston Rings, Scottish Borders",NA,No
3663,"Milkieston Rings, Scottish Borders (Milkieston Hill)",NA,No
3664,"Milkieston, Scottish Borders",NA,No
3665,"Wormiston, Scottish Borders",NA,No
3666,"Ven Law, Scottish Borders","Although the OS refer to the space between the inner and outer ramparts on the N as an annexe, it is as likely to be the result of separate periods of fortification",No
3667,"Kittlegairy Burn, Scottish Borders (Glenbield; Soonhope Burn; Glentress Forest)",The modification of the circuits by linking the inner and outer ramparts may have been to create a contemporary annexe for the inner enclosure,Yes
3668,"Janet's Brae, Scottish Borders (Peebles Hydropathic)",NA,No
3669,"Cardie Hill, Scottish Borders",NA,No
3670,"Castle Hill, Horsburgh Castle Farm, Scottish Borders (Horsbrugh)",NA,No
3671,"Smithfield, Scottish Borders",NA,No
3672,"Janet's Brae, Scottish Borders (Peebles Hydropathic)",NA,No
3673,"Black Meldon, Scottish Borders",NA,No
3674,"White Meldon, Scottish Borders",NA,No
3675,"Meldon Burn, Scottish Borders (White Meldon)",NA,No
3676,"Upper Kidston, Scottish Borders",NA,No
3677,"West Bold, Scottish Borders (Bold Rig)",NA,No
3678,"Cardrona, Scottish Borders (Castle Knowe; Cardrona House Policies)",NA,No
3679,"Pirn Wood, Scottish Borders (Pirnwood)",NA,No
3680,"Caerlee, Scottish Borders (Caerlee Hill)",The feature previously considered the annexe is the fort,No
3681,"Traquair, Chester Hill, Scottish Borders",NA,No
3682,"Grieston Hill, Scottish Borders",NA,No
3683,"Long Crendon, Buckinghamshire",NA,No
3684,"Glenwhappen Rig, Scottish Borders (Glenbreck)",NA,No
3685,"The Castle, Leigh, Dorset (Leigh Castle; Castle Hill, Leigh)",NA,No
3686,"Dronley Burn, Angus",NA,No
3687,"Dechmont Law, West Lothian",NA,No
3688,"Craigton Hill, West Lothian (Craigton Fort; Craigton Quarry)",NA,No
3689,"Abercorn, West Lothian",NA,No
3690,"Peace Knowe, West Lothian",NA,No
3691,"Wallbury Camp, Essex (Dells)",NA,No
3692,"Ring Hill Camp, Essex (Starbury; Warren Ring)",NA,No
3693,"Stacks, Falkirk",NA,No
3694,"Prittlewell Camp, Southend-on-Sea (Greve Field; Grove Field; Pritwell; Fossets Mounds, Smithers Farm; The Look Out)",NA,No
3695,"Braidwood, Midlothian (Camp Hill; Camphill Fort; Braidwood Bridge)",NA,No
3696,"Clubbiedean, City of Edinburgh (Clubbiedean Reservoir)",NA,No
3697,"Currievale, City of Edinburgh (Cocklaw)",NA,No
3698,"Dalmahoy Hill, City of Edinburgh","If the outer enclosures are truly elements of the fort, they might be considered as annexes",Yes
3699,"Kaimes Hill, City of Edinburgh","The rampart that swings round the outside of the ENE end was styled an annexe on the RCAHMS plan of 1927, but is better regarded as an element in the overall sequence of defences belonging to the outer enclosure.",No
3700,"Craigie Hill, City of Edinburgh",NA,No
3701,"Gogar, City of Edinburgh",NA,No
3702,"Hillwood, City of Edinburgh",NA,No
3703,"Mavisbank House, Midlothian (Bilston Burn; River North Esk; Mavisbank House Policies; New Saughton Hal)",NA,No
3704,"Pentland Grove, Midlothian (Seafield Moor)",NA,No
3705,"Torgeith Knowe, City of Edinburgh",NA,No
3706,"Hillend, Midlothian (Caerketton Hill)",NA,No
3707,"Woodhouselee Hill, Midlothian",NA,No
3708,"Maiden Castle, Midlothian",NA,No
3709,"Roslin, Midlothian (Penicuik Road)",NA,No
3710,"Castle Law, Glencorse, Midlothian (Castlelaw)",NA,No
3711,"Turnhouse Hill, Midlothian (Lawhead)",NA,No
3712,"Castle Knowe, Midlothian",NA,No
3713,"Edinburgh Castle, City of Edinburgh (Castle Rock; Mills Mount)",NA,No
3714,"Blackford Hill, City of Edinburgh (Edinburgh, Blackford Hill)",NA,No
3715,"North Poorton, Dorset (Burcombe Farm)",NA,No
3716,"Dunsapie, City of Edinburgh (Edinburgh, Holyrood Park, Dunsapie; The King's Park; Queen's Park; Dunsapie Crag; Dunsapie Loch)","A large annexe has been claimed here, dropping down the E flank to enclose about 0.75ha, but most of its perimeter is made up of natural features and it is perhaps more likely that the lower end, where the perimeter at least appears artificial, is related to cultivation on the slope, rather than a subsidiary enclosure of the fort.",Yes
3717,"Salisbury Crags, Edinburgh, City of Edinburgh (Edinburgh, Holyrood Park, Salisbury Crags; Queen's Park)",NA,No
3718,"Kelsey Head, Cornwall","An 'annexe', measuring up to 80m by 70m, adjoins site on NE, protected by an earthwork with an external ditch on SE side, although this may be remains of earlier site later reused as an annexe.",Yes
3719,"Arthur's Seat, City of Edinburgh (Edinburgh, Holyrood Park, Arthur's Seat; Queen's Park; Crow Hill)",NA,No
3720,"Samson's Ribs, Arthur's Seat, City of Edinburgh (Edinburgh, Holyrood Park, Arthur's Seat, Samson's Ribs; Queen's Park)",The remains of a rampart form the NE and NW sides of an annexe dropping down the slope at this end of the fort and measuring internally about 40m from ESE to WNW by 25m transversely (0.9ha) within its rampart; It  has an entrance on the WNW and communicates with the interior of the fort on the ESE,Yes
3721,"Wester Craiglockhart Hill, City of Edinburgh",NA,No
3722,"Cakemuir Burn, Scottish Borders",NA,No
3723,"Unst, Blue Mull, Shetland Islands",NA,No
3724,"Corsehope Rings, Mid Hill, Scottish Borders",NA,No
3725,"Queen Mary's Mount, East Lothian",NA,No
3726,"Fordel Mains, Midlothian",NA,No
3727,"East Hill, Hastings, East Sussex",NA,No
3728,"Ditchling Beacon, East Sussex",NA,No
3729,"Ranscombe Camp, East Sussex",NA,No
3730,"Mount Caburn Camp, East Sussex (The Caburn)",NA,No
3731,"Seaford Head Camp, East Sussex (Seaford Camp; Burdyck Hill, Seaford Head)",NA,No
3732,"Castle Hill, Newhaven, East Sussex (Miching Camp)",NA,No
3733,"High Rocks, Kent",NA,No
3734,"Garden Hill, Hartfield, East Sussex",NA,No
3736,"Saxonbury Hill Camp, East Sussex",NA,No
3739,"Torberry, West Sussex",NA,No
3740,"Green Hill, West Sussex",NA,No
3741,"Devils Dyke, Poynings, West Sussex (Devil's Dike Camp; Poor Man's Walls)",NA,No
3742,"Philpots Camp, West Sussex",NA,No
3743,"Thundersbarrow Hill, West Sussex",NA,No
3744,"Piper's Copse Camp, West Sussex",NA,No
3745,"The Trundle, West Sussex",NA,No
3746,"Hammer Wood, West Sussex (Hammer Wood Camp)",NA,No
3747,"Goosehill Camp, West Sussex",NA,No
3748,"Chanctonbury Ring, West Sussex",NA,No
3749,"Cissbury Ring, West Sussex (Cissbury Camp)",NA,No
3750,"Belle Tout, East Sussex",NA,No
3751,"Hollingbury Castle, East Sussex (Hollingbury Camp; Hollingbury)",NA,No
3752,"Lawfield, Midlothian (Lawfield, Limekiln Wood)",NA,No
3753,"Lawfield, Midlothian (Lawfield Wood; Lawfield Cottages)",NA,No
3754,"Elginhaugh Bridge, Midlothian",NA,No
3755,"Newbattle, Campwood, Midlothian (Camp Wood Hill)",NA,No
3756,"Play Hill, Crichton, Midlothian (Crichton Village)",NA,No
3757,"Borthwick Mains, Midlothian (Loquhariot)",NA,No
3758,"Woolmet, Midlothian (Cauldcoats)",NA,No
3759,"Torquhan, Scottish Borders",NA,No
3760,"Craigend, Scottish Borders",NA,No
3761,"Watherston Hill, Scottish Borders",NA,No
3762,"Nether Brotherstone, Scottish Borders (Brotherstone Hill)",NA,No
3763,"Heriot Station, Scottish Borders (Hangingshaw Hill)",NA,No
3764,"Halltree Rings, Scottish Borders (Chapel Hill)",NA,No
3765,"Hodge Cairn, Scottish Borders (Brockhouse; Hodge Cairn, Shank Wood, Brockhouse Burn)",NA,No
3766,"Stagebank, Scottish Borders",NA,No
3767,"Longfaugh, Midlothian",NA,No
3768,"Cakemuir Burn, Midlothian (Saughland)",NA,No
3769,"Elphinstone, East Lothian",NA,No
3770,"West Mains, East Lothian (Falside)",NA,No
3771,"Bigbury Camp, Kent (Bigberry Camp)",Possible annex or cattle compound. Bvallate enclosing 3.2ha lying on a hillslope to the N of the main enclosure,Yes
3772,"Squerryes Park Camp, Kent",NA,No
3773,"Castle Hill, Fort I, Kent (Castle Hill Camp; Capel Castle Hill)",NA,No
3774,"Oldbury Camp, Kent",NA,No
3775,"Dover Castle, Kent",NA,No
3776,"East Mains, East Lothian",NA,No
3777,"Preston Toll, East Lothian",NA,No
3778,"Wester Pencaitland, East Lothian","Widespread ramparts like this are sometimes considered as annexes, but it may simply reflect different periods of construction.",No
3779,"The Murrays, East Lothian",NA,No
3780,"Stobshiel, East Lothian",NA,No
3781,"Leaston, East Lothian",NA,No
3782,"Milton Mill, East Lothian",NA,No
3783,"Dodridge Law, East Lothian",NA,No
3784,"Costerton, East Lothian",NA,No
3785,"Haugh Wood, East Lothian",NA,No
3786,"Mungoswells, East Lothian",NA,No
3787,"Redhouse Dean, East Lothian (Spittal)",NA,No
3788,"Seton Mains, East Lothian",NA,No
3789,"Winklebury Camp, Hampshire (Winklebury)",NA,No
3790,"Bullsdown Camp, Hampshire (Bulls Down Camp)",NA,No
3791,"Beacon Hill, Burghclere, Hampshire",NA,No
3792,"Bowry Walls, Kingsclere, Hampshire (The Bowry Walls)",NA,No
3793,"Ladle Hill, Hampshire",NA,No
3794,"The Frith, Hampshire",NA,No
3795,"Butser Hill, Hampshire",NA,No
3796,"Dicketts Plantation, Hampshire (Holybourne Down)",NA,No
3797,"St John's Hill, Worldham, Hampshire (King John's Hill)",NA,No
3798,"Hamble Common, Hampshire",NA,No
3799,"Hickley Wood, Hampshire",NA,No
3800,"Cockshot Camp, County Durham (Howbury)",NA,No
3801,"Tourner Bury, Hampshire (Tunorbury; Tournorbury)",NA,No
3802,"Castle Hill, Burley, Hampshire (Castle Camp, Castle-Top)",NA,No
3803,"Damerham Knoll Camp, Hampshire (Damerham Camp; Knoll Camp; Rockbourne Camp; Rockbourne Knoll Camp)",NA,No
3804,"Ashurst Lodge, Hampshire",NA,No
3805,"Castle Piece, Roe Wood, Hampshire (Roe Wood Inclosure)",NA,No
3806,"Frankenbury, Hampshire (Frankenbury Hillfort; Godmanes Cap)",NA,No
3807,"Gorley Hill, Hampshire",NA,No
3808,"Ampress Camp, Hampshire (Ampress Hole)",NA,No
3809,"Buckland Rings, Hampshire",NA,No
3810,"Malwood Castle, Hampshire",NA,No
3811,"Tatchbury Mount, Hampshire (Tatchbury; Tatchbury Hillfort)",NA,No
3812,"Whitsbury Castle Ditches, Hampshire (Whitsbury Camp; Castle Ditches)",NA,No
3813,"Ashley Wood Camp, Hampshire",NA,No
3814,"Tidbury Ring, Hampshire",NA,No
3815,"Chilworth Ring, Hampshire",NA,No
3816,"Holbury, Hampshire",NA,No
3817,"Woolbury Ring, Hampshire (Woolbury Ring Camp)",NA,No
3819,"Riggonhead, East Lothian",NA,No
3820,"Kilspindie Golf Course, East Lothian (Roond Point)",NA,No
3821,"North Foreland Lighthouse, Kent",NA,No
3822,"Capital House, Margate, Kent",NA,No
3823,"Homestall Wood, Kent",NA,No
3824,"Black Castle, Newlands, East Lothian (Black Castle Woods)",NA,No
3825,"Lockerly Camp, Hampshire (Lockerley Camp)",NA,No
3826,"Oid Pound Camp, Hampshire (Old Pound; The Old Pound; Old Pound Copse)",NA,No
3827,"Ashleys Copse, Hampshire",NA,No
3828,"Danebury Hill Camp, Hampshire (Danebury; Dunbury)",NA,No
3829,"Toothill Camp, Hampshire (Toot Hill Camp; Telegraph Wood)",NA,No
3830,"The Walls, Nursling Rownhams, Hampshire (The Wall)",NA,No
3831,"Quarley Hill Camp, Hampshire",NA,No
3833,"Balksbury Camp, Hampshire (Bagsbury, Rooksbury, Bakereresbury)",NA,No
3834,"Dunwood Camp, Hampshire (Dunwood)",NA,No
3835,"Bevisbury, Hampshire (Berisbury)",NA,No
3836,"Bury Hill, Upper Clatford, Hampshire",NA,No
3837,"Old Winchester Hill, Hampshire (Old Winchester Camp)",NA,No
3838,"Merdon Castle, Hampshire",NA,No
3840,"Norsebury Ring, Hampshire (Norsebury Ring Camp)",NA,No
3841,"Oliver's Battery, Hampshire (Oliver's Battery Camp)",NA,No
3842,"Venta Belgarum, Hampshire (Orams Arbour; Winchester Roman Town)",NA,No
3843,"St Catherine's Hill, Winchester, Hampshire",NA,No
3845,"Lower Exbury Farm, Hampshire (Exbury)",NA,No
3847,"Green Castle, East Lothian (Newlands Burn)",NA,No
3848,"Garvald Mains, East Lothian (Papana Water)",NA,No
3849,"Park Burn, East Lothian (Dod Law; Newlands)",NA,No
3850,"Carfrae, East Lothian (Kemple Bank)",NA,No
3851,"Snawdon, East Lothian",NA,No
3852,"Sheriffside, East Lothian",NA,No
3853,"Pitstone Hill, Buckinghamshire (The Citadel)",NA,No
3854,"Carfrae, East Lothian",NA,No
3855,"Sheriffside, East Lothian",NA,No
3856,"Yester, East Lothian (Yester Castle)",NA,No
3857,"Castle Hill, Fort Ii, Kent (Castle Hill Camp)",NA,No
3858,"Snawdon, East Lothian",NA,No
3859,"Bara, East Lothian",NA,No
3860,"The Chesters, East Lothian",NA,No
3861,"Pens Roundall, East Lothian",NA,No
3862,"The Hopes, East Lothian","The outer enclosure may be described as an annexe of about 1ha within two irregualr lines of ramparts, but the inturned entrance is not aligned on the inner entrance and it is perhaps more likely that this has been a free-standing enclosure",Yes
3863,"Kingside Rig, East Lothian",NA,No
3864,"Kidlaw, East Lothian (Castle Hill)",NA,No
3865,"The Castles, East Lothian (Longyester Quarry; Dumbadam Burn)",NA,No
3866,"Witches Knowe, East Lothian",NA,No
3867,"Hare Law, East Lothian (Harelaw)",NA,No
3868,"Highside Hill, East Lothian",NA,No
3869,"White Knowe, East Lothian",NA,No
3870,"East Linton, East Lothian",NA,No
3871,"Stony Ruck, North Yorkshire (Stoney Ruck)",NA,No
3872,"Drem, The Chesters, East Lothian",NA,No
3873,"Skid Hill, East Lothian",NA,No
3874,"Kae Heughs, Barney Mains, East Lothian (Garleton Hills; Kaeheughs)",No good reason to identify the outlying bank on the W as either an annexe or an element in the defences.,No
3875,"Hanging Craig, East Lothian (Seaton Law)",NA,No
3876,"Whitelaw Hill, East Lothian",NA,No
3877,"Whitelaw, East Lothian (Mainshill)",NA,No
3878,"Boughton Quarry Camp, Kent (Quarry Wood Camp)",NA,No
3879,"West Mains, East Lothian",NA,No
3880,"Chesters, East Lothian (Chesters Farm)",NA,No
3881,"Barnard Castle, Marwood, County Durham",NA,No
3882,"Bara, East Lothian",NA,No
3883,"Nether Hailes, East Lothian",NA,No
3884,"Begbie, East Lothian",NA,No
3885,"Brier Dykes, County Durham (Briar Dykes)",NA,No
3886,"Bolton, East Lothian",NA,No
3887,"Woolwich Power Station, Greater London Authority",NA,No
3888,"St. Andrew's Church, Bishop Aukland, County Durham",NA,No
3890,"Caesar's Camp, Wimbledon Common, Greater London Authority (Bensbury; Warren Bulwarks; The Rounds)",NA,No
3891,"West Wickham Common, Greater London Authority",NA,No
3892,"Horsenden Hill, Greater London Authority (Horsadun)",NA,No
3893,"Earthworks At Old Park, Greater London Authority",NA,No
3894,"Uphall Camp, Greater London Authority",NA,No
3895,"Holwood Camp, Greater London Authority (Caesar's Camp; Holwood House Hillfort)",NA,No
3896,"North Berwick Law, East Lothian",There is no reason to regard the outermost enclosure as an annexe to the upper enclosure of the fort and it is considered here to have been a free-standing fort in its own right.,No
3897,"Whalebone Lane North, Greater London Authority",NA,No
3898,"Brownrigg, East Lothian",NA,No
3899,"Craig's Quarry, East Lothian",NA,No
3900,"Kilmurdie, East Lothian",NA,No
3901,"East Fenton, East Lothian",NA,No
3902,"White Castle, East Lothian",NA,No
3903,"Friar's Nose, East Lothian (Kilmade Burn)",NA,No
3904,"St Agnes, Scottish Borders (Whiteadder Water)",NA,No
3905,"Pleasants, East Lothian","Conceivably the triangular enclosure is some form of annexe, though it might well be no more than a later agricultural enclosure, but the scale of the outer ditch of the fort defences indicates that this was probably a free-standing fortification rather than simply an annexe to the inner enclosure.",Yes
3906,"Chesterhall, East Lothian",NA,No
3907,"Doon Hill, East Lothian",NA,No
3908,"Easter Broomhouse, East Lothian",NA,No
3909,"Bowerhouse, East Lothian",NA,No
3910,"Doon Hill, East Lothian",NA,No
3911,"Dunbar, Castle Park, East Lothian (Bayswell Road, Swimming Pool Development)",NA,No
3912,"Belton House, East Lothian",NA,No
3913,"The Chesters, Spott, East Lothian",NA,No
3914,"Spott Dod, East Lothian",NA,No
3915,"Pinkerton, East Lothian",NA,No
3916,"Spott Mill, East Lothian",NA,No
3917,"Bell Craig, East Lothian (Bell Craig, Spott)",NA,No
3918,"Whittingehame Castle, East Lothian (Whittingehame Tower)",NA,No
3919,"Shooters Hill, Greater London Authority",NA,No
3920,"Birks Plantation, East Lothian",NA,No
3921,"Auldhame, East Lothian (Seacliff Harbour; Seacliffe)",NA,No
3922,"Hobbs Hill, Buckinghamshire",NA,No
3923,"Pinkerton Hill, East Lothian (Meikle Pinkerton)",NA,No
3924,"Thorntonloch, East Lothian (Thornton Burn)",NA,No
3925,"Glen Cottage, East Lothian (Dryburn)",NA,No
3926,"Glen Cottage, East Lothian (Dryburn)",NA,No
3927,"Blackcastle Hill, East Lothian",NA,No
3928,"Innerwick Castle, East Lothian",NA,No
3929,"Glen Cottage, East Lothian (Dry Burn)",NA,No
3930,"Branxton Cottage, East Lothian (Black Castle Cottage)",NA,No
3931,"Harp Law, East Lothian",NA,No
3932,"Traprain Law, East Lothian (Dumpender Law)",NA,No
3933,"Hadley Wood, Greater London Authority",NA,No
3934,"Carfrae, Scottish Borders (Carfraegate)",NA,No
3935,"Damerham, Hampshire",NA,No
3936,"Headshaw, Scottish Borders",NA,No
3937,"Kirktonhill, Scottish Borders",NA,No
3938,"Worlebury Camp, North Somerset",NA,No
3939,"Wain's Hill, North Somerset",NA,No
3940,"Cadbury Hill Camp, Congresbury, North Somerset (Cadbury, Congresbury; Cadcong)",NA,No
3941,"Overhowden, Scottish Borders",NA,No
3942,"Norsey Wood, Essex",NA,No
3943,"Camulodunum, Essex",NA,No
3944,"Skitt's Hill Camp, Essex (Braintree; Mount House)",NA,No
3945,"Hougham Without, Kent",NA,No
