Main_Atlas_Number,Main_Display_Name,Enclosing_Area_1,Enclosing_Area_2,Enclosing_Area_3,Enclosing_Area_4,Enclosing_Enclosed_Area,Enclosing_Area,Enclosing_Max_Ramparts,Enclosing_NE_Quadrant,Enclosing_SE_Quadrant,Enclosing_SW_Quadrant,Enclosing_NW_Quadrant,Enclosing_Ditches_Number,Enclosing_Summary,Enclosing_Multiperiod_Comments,Enclosing_Circuit_Comments,Enclosing_Quadrant_Comments,Enclosing_Surface_Comments,Enclosing_Excavation_Comments,Enclosing_Gang_Working_Comments,Enclosing_Ditches_Comments,Enclosing_Multiperiod,Enclosing_Circuit,Enclosing_Current_Part_Uni,Enclosing_Current_Uni,Enclosing_Current_Part_Bi,Enclosing_Current_Bi,Enclosing_Current_Part_Multi,Enclosing_Current_Multi,Enclosing_Current_Unknown,Enclosing_Period_Part_Uni,Enclosing_Period_Uni,Enclosing_Period_Part_Bi,Enclosing_Period_Bi,Enclosing_Period_Part_Multi,Enclosing_Period_Multi,Enclosing_Surface_None,Enclosing_Surface_Bank,Enclosing_Surface_Wall,Enclosing_Surface_Rubble,Enclosing_Surface_Walk,Enclosing_Surface_Timber,Enclosing_Surface_Vitrification,Enclosing_Surface_Burning,Enclosing_Surface_Palisade,Enclosing_Surface_Counter_Scarp,Enclosing_Surface_Berm,Enclosing_Surface_Unfinished,Enclosing_Surface_Other,Enclosing_Excavation_Nothing,Enclosing_Excavation_Bank,Enclosing_Excavation_Wall,Enclosing_Excavation_Murus,Enclosing_Excavation_Timber_Framed,Enclosing_Excavation_Timber_Laced,Enclosing_Excavation_Vitrification,Enclosing_Excavation_Burning,Enclosing_Excavation_Palisade,Enclosing_Excavation_Counter_Scarp,Enclosing_Excavation_Berm,Enclosing_Excavation_Unfinished,Enclosing_Excavation_No_Known,Enclosing_Excavation_Other,Enclosing_Gang_Working,Enclosing_Ditches
3687,"Dechmont Law, West Lothian",0.07,-1.0,-1.0,-1.0,0.07,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,Ditch which was once presumably accompanied by an upcast rampart,NA,NA,NA,Ditch,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
3688,"Craigton Hill, West Lothian (Craigton Fort; Craigton Quarry)",0.35,-1.0,-1.0,-1.0,0.35,0.83,3.0,2.0,3.0,2.0,0.0,-1.0,"At least two ramparts round most of the circuit, and a possible third in one sector",Measurements taken from the OS 2nd edition 25-inch map (1895),NA,NA,"All destroyed, but described in the Name Book as 'of earth, in which are embedded some large rough stones'",NA,NA,NA,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
3689,"Abercorn, West Lothian",0.5,-1.0,-1.0,-1.0,0.5,-1.0,2.0,2.0,2.0,0.0,0.0,2.0,"Two ditches, presumably with upcast ramparts",NA,NA,NA,NA,NA,NA,NA,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
3690,"Peace Knowe, West Lothian",0.13,-1.0,-1.0,-1.0,0.13,-1.0,3.0,0.0,3.0,2.0,1.0,-1.0,"Up to three ramparts on one side and two elsewhere, forming a D shaped enclosure backing onto a steep slope",NA,NA,NA,NA,NA,NA,NA,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
3691,"Wallbury Camp, Essex (Dells)",12.5,-1.0,-1.0,-1.0,12.5,16.0,2.0,2.0,2.0,2.0,2.0,2.0,"Bivallate hillfort of 16ha. An irregular oval in form, it comprises two banks and a medial ditch, the bank in the W now discontinuous. Traces of a second outer ditch have been recorded in the NE and SE.",NA,NA,NA,NA,NA,NA,NA,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes
3692,"Ring Hill Camp, Essex (Starbury; Warren Ring)",4.3,-1.0,-1.0,-1.0,4.3,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Univallate hillfort. Oval in form it measures 400m NW-SE by 260m transversely, enclosing 4.3ha. The ditch is generally slight, 5.0m wide and up to 0.8m deep, but on the level north-western end it reaches a depth of 1.8m. The surviving traces of a 12m wide internal rampart, formed by enhancing the natural scarp, stands 4.7m high on the SW and NE sides. It was mostly levelled in the 18th century but can still be traced around much of the circuit (Oswald 1999). It is separated from the scarp/ditch by a level berm 8m wide. A counterscarp up to 0.3m high lies approximately 1m from the ditch. The site is strengthened by the natural steepness of the hill.",NA,Mostly levelled but can still be traced,NA,NA,NA,NA,NA,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
3693,"Stacks, Falkirk",0.28,-1.0,-1.0,-1.0,0.28,-1.0,1.0,0.0,0.0,1.0,1.0,1.0,"Single ditch, presumably with an upcast rampart, cutting off a promontory",NA,NA,NA,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
3694,"Prittlewell Camp, Southend-on-Sea (Greve Field; Grove Field; Pritwell; Fossets Mounds, Smithers Farm; The Look Out)",4.9,-1.0,-1.0,-1.0,4.9,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Almost circular in plan, 250m in diameter. An earthen bank with an external ditch survives in woodland in the SW.  The now indistinct ditch was recut as an agricultural boundary and used as a corporation dump. Reduced by ploughing in the N and E",NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3695,"Braidwood, Midlothian (Camp Hill; Camphill Fort; Braidwood Bridge)",0.33,-1.0,-1.0,-1.0,0.33,0.66,1.0,1.0,1.0,1.0,1.0,2.0,"Twin ditches with a medial rampart and counterscarp bank, with a palisade trench within the interior",NA,Omits the palisade trench as an integrated line of defence,NA,NA,"While Piggott considered that the outer ditch on the NW was unfinished, the evidence is not particularly convincing.",NA,NA,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes
3696,"Clubbiedean, City of Edinburgh (Clubbiedean Reservoir)",0.12,-1.0,-1.0,-1.0,0.12,0.33,2.0,0.0,2.0,2.0,0.0,2.0,"Two ramparts and ditches, the outer possibly with a counterscarp bank, cutting off a promontory",NA,NA,NA,NA,NA,NA,NA,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
3697,"Currievale, City of Edinburgh (Cocklaw)",0.4,-1.0,-1.0,-1.0,0.4,-1.0,3.0,3.0,2.0,0.0,0.0,3.0,Three ditches at intervals of about 10m barring access to a low promontory,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
3698,"Dalmahoy Hill, City of Edinburgh",0.08,2.0,-1.0,-1.0,2.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,"A small inner fort with a substantial wall, and lesser walls intermittently visible forming a series of outer enclosures",NA,This model does not fit the intermittent character of the outer defences particularly well so they have been omitted in favour of the inner fort on the summit,NA,NA,NA,NA,NA,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
3699,"Kaimes Hill, City of Edinburgh",0.85,2.3,-1.0,-1.0,2.3,-1.0,8.0,8.0,3.0,4.0,0.0,-1.0,"Complex multiple ramparts forming inner and outer enclosures, the innermost essentially univallate",NA,NA,NA,NA,NA,NA,NA,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
3700,"Craigie Hill, City of Edinburgh",1.0,-1.0,-1.0,-1.0,1.0,-1.0,3.0,0.0,0.0,3.0,3.0,-1.0,Three ramparts defending the accessible side,The enclosure at the NNE end almost certainly overlies the inner ramapart,NA,NA,NA,"'a rude cyclopic wall of uncut stones' (Simpson 1866, 45)",NA,NA,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
3701,"Gogar, City of Edinburgh",0.24,-1.0,-1.0,-1.0,0.24,-1.0,2.0,2.0,0.0,2.0,2.0,2.0,"Two concentric ditches, presumably with upcast ramparts, around three sides backing onto an escarpment",NA,NA,NA,NA,NA,NA,NA,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
3702,"Hillwood, City of Edinburgh",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0.0,0.0,0.0,2.0,2.0,Two widely-spaced ditches; the extent of the enclosure is not known,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
3703,"Mavisbank House, Midlothian (Bilston Burn; River North Esk; Mavisbank House Policies; New Saughton Hal)",0.2,-1.0,-1.0,-1.0,0.2,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,Terrace created with scarps above and below,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
3704,"Pentland Grove, Midlothian (Seafield Moor)",0.4,-1.0,-1.0,-1.0,0.4,-1.0,2.0,2.0,0.0,0.0,2.0,2.0,"Twin ditches, presumably with upcast ramparts",NA,NA,NA,NA,NA,NA,NA,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
3705,"Torgeith Knowe, City of Edinburgh",0.24,-1.0,-1.0,-1.0,0.24,-1.0,1.0,0.0,1.0,0.0,0.0,1.0,"Single rampart and ditch, only visible at one end",NA,NA,NA,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
3706,"Hillend, Midlothian (Caerketton Hill)",0.32,-1.0,-1.0,-1.0,0.32,-1.0,2.0,1.0,1.0,2.0,2.0,-1.0,Single rampart enhanced by an outer work on the most vulnerable side,NA,NA,NA,Grass-grown,NA,NA,NA,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
3707,"Woodhouselee Hill, Midlothian",0.28,-1.0,-1.0,-1.0,0.28,0.5,2.0,2.0,2.0,2.0,1.0,-1.0,Two concentric pairs of palisade trenches,NA,NA,NA,Two pairs,NA,NA,NA,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
3708,"Maiden Castle, Midlothian",0.25,-1.0,-1.0,-1.0,0.25,-1.0,2.0,0.0,0.0,0.0,2.0,1.0,Twin ramparts with a medial ditch cutting off a promontory,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
3709,"Roslin, Midlothian (Penicuik Road)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,0.0,3.0,0.0,0.0,3.0,"At least three ditches, presumably with upcast ramparts, and a possible palisade between the middle and outer ditch; too little is visible to assess the size of the interior or the overall footprint",NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
3710,"Castle Law, Glencorse, Midlothian (Castlelaw)",0.25,0.48,-1.0,-1.0,0.48,0.95,3.0,3.0,3.0,3.0,3.0,2.0,"An inner enclosure with a timber-laced rampart, and an outer enclosure with twin ramparts and a medial ditch",NA,NA,NA,unclear whether there is a berm on the S between the inner ramaprt of the outer enclosure and the medial ditch or whether the leading edge of the 'berm' is in fact a rampart.,Ditches,NA,Includes the internal quarry ditch,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes
3711,"Turnhouse Hill, Midlothian (Lawhead)",0.4,-1.0,-1.0,-1.0,0.4,0.57,1.0,1.0,1.0,1.0,1.0,1.0,Single rampart and ditch,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
3712,"Castle Knowe, Midlothian",0.2,-1.0,-1.0,-1.0,0.2,0.32,0.0,0.0,0.0,0.0,0.0,1.0,Two palisades and at least one segment of a minor bank and ditch,NA,No ramparts as such,NA,Claimed as unfinished,NA,NA,Segments and claimed as unfinished,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
3713,"Edinburgh Castle, City of Edinburgh (Castle Rock; Mills Mount)",-1.0,-1.0,-1.0,-1.0,-1.0,2.4,0.0,0.0,0.0,0.0,0.0,-1.0,None known,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3714,"Blackford Hill, City of Edinburgh (Edinburgh, Blackford Hill)",0.3,-1.0,-1.0,-1.0,0.3,-1.0,2.0,2.0,0.0,0.0,2.0,-1.0,Two ramparts on all sides except the cliff-edge on the S; the measurement of the interior is a very rough estimate,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
3715,"North Poorton, Dorset (Burcombe Farm)",0.5,-1.0,-1.0,-1.0,0.5,-1.0,2.0,1.0,1.0,1.0,2.0,0.0,"Artificial scarps created to accentuate the steepness of the slopes,  c. 3.6m - 6m below ridge top to form a2 terrace or berm, on these steep N, S and W sides, but less pronounced on N. Transverse ditch cuts across the narrow neck of the ridge on the E (Gale, 2002, 169). No traces of ditch, but possible faint suggestion of rampart at W end of earthwork.",NA,Estimated quadrants only.,NA,Berm or terrace below ridge. Entrance on E where ditch cuts through the spur. Partly hewn through rock with rough and unfinished appearance.,NA,NA,None visible. ,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
3716,"Dunsapie, City of Edinburgh (Edinburgh, Holyrood Park, Dunsapie; The King's Park; Queen's Park; Dunsapie Crag; Dunsapie Loch)",0.65,-1.0,-1.0,-1.0,0.65,-1.0,2.0,1.0,1.0,2.0,1.0,-1.0,Single rampart round the summit with a possible outer on the W flank and what has been claimed as an annexe on the E flank,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
3717,"Salisbury Crags, Edinburgh, City of Edinburgh (Edinburgh, Holyrood Park, Salisbury Crags; Queen's Park)",9.6,-1.0,-1.0,-1.0,9.6,-1.0,1.0,1.0,1.0,0.0,0.0,-1.0,Single rampart,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
3718,"Kelsey Head, Cornwall",1.5,-1.0,-1.0,-1.0,1.5,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,"Eroded earth and stone rampart, incorporating natural rock outcrops, cut off the promontory in a curving L shape from sea cliffs on NNW to same on SSW. External silted ditch partly rock-cut.",NA,NA,NA,"Eroded earth and stone rampart incorporating rock outcrops. Considered as possibly unfinished and Roman by C.K. Croft Andrew, but no direct evidence for this.",NA,NA,Silted partly rock-cut ditch.,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
3719,"Arthur's Seat, City of Edinburgh (Edinburgh, Holyrood Park, Arthur's Seat; Queen's Park; Crow Hill)",8.5,-1.0,-1.0,-1.0,8.5,-1.0,2.0,2.0,0.0,0.0,0.0,-1.0,Two ramparts around the NE and E flanks,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
3720,"Samson's Ribs, Arthur's Seat, City of Edinburgh (Edinburgh, Holyrood Park, Arthur's Seat, Samson's Ribs; Queen's Park)",0.43,-1.0,-1.0,-1.0,0.43,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,"Single rampart on two sides, with an annexe to the WNW",NA,NA,NA,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
3721,"Wester Craiglockhart Hill, City of Edinburgh",-1.0,-1.0,-1.0,-1.0,-1.0,0.12,1.0,1.0,1.0,1.0,1.0,1.0,"Single wall with an outlying rock-cut ditch on one side; the interior of the dun-like structure is tiny, but it is possible part of a large site represented by the outlying rock-cut ditch",NA,NA,NA,NA,NA,NA,Outlying ditch,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3722,"Cakemuir Burn, Scottish Borders",0.6,-1.0,-1.0,-1.0,0.6,0.8,3.0,3.0,0.0,0.0,0.0,3.0,"Up to three ditches, presumably with upcast ramparts",NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
3723,"Unst, Blue Mull, Shetland Islands",8.2,-1.0,-1.0,-1.0,8.2,-1.0,1.0,0.0,1.0,0.0,0.0,-1.0,Single bank set along the crest of the slope above a gully at the neck,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
3724,"Corsehope Rings, Mid Hill, Scottish Borders",0.83,-1.0,-1.0,-1.0,0.83,2.4,4.0,4.0,4.0,4.0,4.0,4.0,"At least four ramparts with external quarry ditches, with evidence that they have been recut with palisade trenches all round the circuit. On the E there are traces of one or two intermediate lines between the second and third ramparts, and a counterscarp bank accompanying the outermost ditch on the SW.",NA,NA,NA,NA,Sectioned by William Galloway,NA,NA,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3725,"Queen Mary's Mount, East Lothian",0.78,-1.0,-1.0,-1.0,0.78,-1.0,5.0,3.0,5.0,5.0,2.0,5.0,Up to five ramparts and ditches,NA,But the circuit is imperfectly known because of the tree cover and no one has counted the circuit through the plantation,NA,NA,NA,NA,NA,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
3726,"Fordel Mains, Midlothian",0.87,1.4,-1.0,-1.0,1.4,-1.0,3.0,3.0,3.0,3.0,3.0,3.0,"Three ditches representing inner and outer enclosures, the latter defended by two ditches, presumably with upcast ramparts.","The eccentric course of the inner enclosure, the slightness of its ditch, and the entrance sealed off by the outer ditches, implies at least two phases of construction",NA,NA,NA,NA,NA,NA,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
3727,"East Hill, Hastings, East Sussex",14.0,-1.0,-1.0,-1.0,14.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,"Very steep natural chalk sea cliffs form defence on S quadrants, with easiest approach on NE bounded by rampart to 3.5m high internally and on N and W by natural sandstone scarps. No ditch visible.","Bank to S of the middle gap less substantial, maybe as result of quarrying or phased construction, but no direct evidence.",NA,NA,Chalk bank.,NA,NA,"No ditch visible, but possibly now remnant buried feature.",Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
3728,"Ditchling Beacon, East Sussex",7.0,-1.0,-1.0,-1.0,7.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Simple rampart, to c. 1m high, above generally infilled ditch, c. 3m wide and to 0.5m deep, follow contours on E and NW sides. Most of S part reduced or lost to ploughing. On N steep natural slopes make artificial defences unnecessary.",NA,To S rampart largely reduced or destroyed by ploughing.,NA,Probably chalk rubble.,NA,NA,NA,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
3729,"Ranscombe Camp, East Sussex",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,"Defined by NE-SW  curving bank c. 400m long and c.1 0m wide to 2m high at NE end, but to SW reduced by ploughing. Bank flanked by ditch, infilled in places, on SE side, on NE end visible as depression c. 7m wide and c.1 m deep, flanked by slight counterscarp bank c. 2m wide.",Area cannot be defined.,NA,NA,Entrance seemingly not constructed.,"Excavation 1959-60 revealed that bank originally constructed as box rampart, or earth and chalk rubble wall reinforced by double row of timbers and revetted with turves. This separated from ditch by berm c. 4.5m wide, but natural slippage obscured this.",NA,"Bank flanked by ditch, infilled in places, on SE side, on NE end visible as depression c. 7m wide and c.1 m deep,",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes
3730,"Mount Caburn Camp, East Sussex (The Caburn)",3.0,-1.0,-1.0,-1.0,3.0,-1.0,3.0,3.0,1.0,1.0,3.0,3.0,"Second phase had dump earth and chalk rubble bank constructed around settlement; now present inner rampart to 6m wide and 0.3m high with part filled ditch 6m wide and to 1.3m deep, with slight counterscarp on S side. Around AD 43 in third phase defences strengthened by second rampart and ditch on N side of fort; a timber reinforced earth wall with retaining timbers. This bank now c. 10m wide to 2m high, with, partly infilled, outer ditch c. 4m wide and 0.5m deep. Excavation evidence of late Roman/early medieval repair and reuse, and mid 12th century use as an Adulterine castle with construction of third rampart around N side, now slight bank c. 0.5m high with outer ditch c. 6m wide and c. 2m deep and flanked by slight bank to c. 0.5m high. A low outwork bank for 100m runs parallel to N ramparts  c. 20m from their NW edge. Evidence of burning at NE gate.",Five phases from Iron Age to 12th century AD; first unenclosed settlement within later hillfort enclosure.,Third rampart on N flanked by slight bank not included in quadrants.,NA,NA,"Second phase had dump earth and chalk  Dump earth and rubble bank and ditch constructed around first phase unenclosed settlement. Around AD 43 in third phase defences strengthened by second rampart and ditch on N side of fort; a timber reinforced earth wall with retaining timbers. Late Roman/early medieval repair and reuse, and mid 12th century construction of third rampart around N side. Evidence of burning at NE gate.",NA,Ditch to each rampart.,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes
3731,"Seaford Head Camp, East Sussex (Seaford Camp; Burdyck Hill, Seaford Head)",4.0,-1.0,-1.0,-1.0,4.0,-1.0,1.0,1.0,1.0,0.0,1.0,1.0,"Now survives to NE of the present cliff edge as large bank and outer ditch enclosing this D-shaped area. Partly-infilled ditch best near NW cliff edge, where depression c. 8m wide and c. 1m deep. Inner bank c. 10m wide and to 3.5m high from ditch bottom.",NA,NA,NA,NA,Excavations 1876 and the later 1983 excavations of Sussex Archaeological Society showed spaced postholes found running along outer face of the earth-dumped bank suggested a supporting wooden revetment.,NA,"Excavations 1876 and the later 1983 excavations of Sussex Archaeological Society showed ditch wide, flat bottom and originally c. 1m deeper than present level.",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
3732,"Castle Hill, Newhaven, East Sussex (Miching Camp)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,"In an area of severe slumping, further mutilated by old military works. However, landscape assessment by Archaeology South East has revealed earthworks spanning later prehistoric to modern periods.",Area not defined.,Site thought destroyed.,NA,Site thought destroyed.,NA,NA,NA,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
