Atlas_Number,Investigations_Display_Name,Investigations_Date,Investigations_Type,Investigations_Comments,Investigations_Date_From,Investigations_Date_To
3228,IOM322,1995,Other,Visited by Hillfort Study Group,1995,1995
3228,IOM322,1999,Other,Field survey J. Woodcock.,1999,1999
3228,IOM322,2015,Other,Visited by Hillfort Study Group,2015,2015
3228,IOM322,"2010, 2011",Other,Field visits University of Liverpool.,2010,2011
3229,SC3229,1726,1st Identified Written Reference,"Probably noted as Bizzyberry by Alexander Gordon (1726, 115)",1726,1726
3229,SC3229,1858,1st Identified Map Depiction,"Annotated Camp on the 1st edition OS 25-inch map (Lanark 1864, sheet 34.6)",1858,1858
3229,SC3229,1889,Earthwork Survey,"Sketch-plan and description by David Christison (1890, 334-5, fig 28)",1889,1889
3229,SC3229,1932,Earthwork Survey,"Sketch-plan and description by James Hewat Craw, who died in 1933 (RCAHMS MS 28/343/2, MS 28/343/3, SAS343 a)",1932,1932
3229,SC3229,1959,Earthwork Survey,Plan (RCAHMS LAD 146/1),1959,1959
3229,SC3229,1967,Other,Scheduled,1967,1967
3229,SC3229,1972,Other,Resurveyed at 1,1972,1972
3229,SC3229,1975,Earthwork Survey,"Plan adapted from earlier survey and description (RCAHMS 1978, 107, no.239, fig 65; RCAHMS LAD 146/2)",1975,1975
3230,SC3230,1968,1st Identified Written Reference,First photographed by CUCAP in 1968,1968,1968
3230,SC3230,1970,Other,"Visited (RCAHMS 1978, 155, no.323)",1970,1970
3230,SC3230,1972,Other,Visited by the OS,1972,1972
3231,IOM323,1869,1st Identified Map Depiction,OS map.,1869,1869
3231,IOM323,1929,Excavation,Castle excavation C.H. Cowley.,1929,1929
3231,IOM323,1947,Excavation,Castle excavation G. Bersu.,1947,1947
3231,IOM323,2015,Other,Visited by Hillfort Study Group,2015,2015
3231,IOM323,1982-88,Excavation,D. Freke.,1982,1988
3232,SC3232,1986,1st Identified Written Reference,Photographed by RCAHMS Aerial Survey Programme,1986,1986
3232,SC3232,2003,Other,A watching brief of augured holes for telegraph poles possibly encountered the outer ditch (Fulford and Coleman 2003; WoSAS Event ID,2003,2003
3233,SC3233,1816,1st Identified Map Depiction,Annotated on William Forrest's map of The County of Lanark from actual survey (1816),1816,1816
3233,SC3233,1855,Earthwork Survey,"Sketch-plan and description by George Irving (1855, 13, pl 2 fig 7; Irving and Murray 1864, 11-12, pl 3 fig 11)",1855,1855
3233,SC3233,1859,Other,"Named in Gothic type on the 1st edition OS 25-inch map (Lanark 1864, sheet 40.6)",1859,1859
3233,SC3233,1889,Earthwork Survey,"Sketch-plan and description by David Christison (1890, 310-12, fig 12 pl 12 upper)",1889,1889
3233,SC3233,1959,Earthwork Survey,Plan (RCAHMS LAD 135/1),1959,1959
3233,SC3233,1965,Other,Scheduled,1965,1965
3233,SC3233,1972,Other,Revised at 1,1972,1972
3233,SC3233,1975,Earthwork Survey,"Revised plan and description (RCAHMS 1978, 98-100, no.226, fig 55; RCAHMS LAD 135/2-4 & SC337251)",1975,1975
3233,SC3233,2014,Other,Visited by SH,2014,2014
3234,SC3234,1859,1st Identified Map Depiction,"Annotated Camp on the 1st edition OS 25-inch map (Lanark 1864, sheet 40.6)",1859,1859
3234,SC3234,1889,Earthwork Survey,"Sketch-plan and description by David Christison (1890, 312-13, fig 13)",1889,1889
3234,SC3234,1957,Earthwork Survey,Plan (RCAHMS LAD 141/1),1957,1957
3234,SC3234,1959,Other,Visited by the OS,1959,1959
3234,SC3234,1967,Other,Scheduled,1967,1967
3234,SC3234,1975,Earthwork Survey,"Plan of 1957 and description (RCAHMS 1978, 103-4, no.234, fig 60)",1975,1975
3234,SC3234,2014,Other,Visited by SH,2014,2014
3235,SC3235,1816,1st Identified Map Depiction,Annotated Camp on William Forrest's map of The county of Lanark from actual survey (1816),1816,1816
3235,SC3235,1855,1st Identified Written Reference,"Description by George Irving (1855, 10; Irving and Murray 1864, 12)",1855,1855
3235,SC3235,1859,Other,"Annotated Camp on the 1st edition OS 25-inch map (Lanark 1864, sheet 40.5)",1859,1859
3235,SC3235,1889,Earthwork Survey,"Plan and description by David Christison (1890, 315-16, fig 15)",1889,1889
3235,SC3235,1959,Earthwork Survey,Plan (RCAHMS LAD 136/1),1959,1959
3235,SC3235,1959,Other,Visited by the OS,1959,1959
3235,SC3235,1968,Other,Scheduled,1968,1968
3235,SC3235,1970,Other,"Plan and description (RCAHMS 1978, 100, no.227, fig 56; RCAHMS LAD 136/2)",1970,1970
3235,SC3235,1972,Other,Revised at 1,1972,1972
3235,SC3235,1979,Other,Visited by the OS,1979,1979
3235,SC3235,2014,Other,Visited by SH,2014,2014
3236,SC3236,1773,1st Identified Map Depiction,Annotated Camp on Charles Ross' A Map of the Shire of Lanark (1773),1773,1773
3236,SC3236,1855,Earthwork Survey,"Sketch-plan and description by George Irving (1855, 10 pl 2 fig 9; Irving and Murray 1864, pl 2 fig 6)",1855,1855
3236,SC3236,1859,Other,"Annotated Camp on the 1st edition OS 6-inch map (Lanarkshire 1864, sheet 40)",1859,1859
3236,SC3236,1889,Earthwork Survey,"Sketch-plan and description by David Christison (1890, 313-15, fig 14, pl12 lower)",1889,1889
3236,SC3236,1959,Earthwork Survey,Plan (RCAHMS LAD 145/1),1959,1959
3236,SC3236,1968,Other,Scheduled,1968,1968
3236,SC3236,1970,Earthwork Survey,"Plan derived from 1959 and description (RCAHMS 1978, 106-7, no.238, fig 64)",1970,1970
3236,SC3236,1972,Other,Revised at 1,1972,1972
3237,SC3237,1855,Earthwork Survey,"Sketch-plan and description by George Irving (11, pl 2 fig 10; Irving and Murray 1864, 13, pl 2 fig 6)",1855,1855
3237,SC3237,1859,1st Identified Map Depiction,"Annotated Camp on the 1st edition OS 6-inch map (Lanarkshire 1864, sheet 40)",1859,1859
3237,SC3237,1889,Earthwork Survey,"Sketch-plan and description by David Christison (1890, 309-10, fig 11)",1889,1889
3237,SC3237,1959,Earthwork Survey,Plan (RCAHMS LAD 142/1),1959,1959
3237,SC3237,1968,Other,Scheduled,1968,1968
3237,SC3237,1970,Earthwork Survey,"Plan of 1959 and description (RCAHMS 1978, 104, no.235, fig 61)",1970,1970
3237,SC3237,1972,Other,Revised at 1,1972,1972
3238,SC3238,1855,1st Identified Written Reference,"Description by George Irving (1855, 15-16; Irving and Murray 1864, 15)",1855,1855
3238,SC3238,1889,Other,"Description by David Christison (1890, 338)",1889,1889
3238,SC3238,1955,Other,Plan (RCAHMS LAD 147/1),1955,1955
3238,SC3238,1971,1st Identified Map Depiction,Surveyed at 1,1971,1971
3238,SC3238,1976,Earthwork Survey,"Plan of 1955 and description (RCAHMS 1978, 107-8, no.240, fig 66)",1976,1976
3239,SC3239,1816,1st Identified Map Depiction,Annotated Camp on William Forrest's map of The County of Lanark from actual survey (1816),1816,1816
3239,SC3239,1859,Other,"Annotated Camp on the 1st edition OS 25-inch map (Lanark 1864, sheet 27.4)",1859,1859
3239,SC3239,1889,Other,"Description by David Christison (1890, 337)",1889,1889
3239,SC3239,1959,Earthwork Survey,Plan (RCAHMS LAD 140/1),1959,1959
3239,SC3239,1969,Earthwork Survey,"Plan based on 1959 and description (RCAHMS 1978, 102-3, no.233, fig 59; RCAHMS LAD 140/2)",1969,1969
3239,SC3239,1972,Other,Surveyed at 1,1972,1972
3240,SC3240,1856,Other,"Casual discovery of a Roman Coin Kelso Mail, 4th Aug 1856, (RCAHMS 1956, 441, no.992)",1856,1856
3240,SC3240,1858,1st Identified Map Depiction,"Annotated Camp in Roman type on the 1st edition OS 25-inch map (Roxburgh 1863, sheet 31.15)",1858,1858
3240,SC3240,1948,Other,Description,1948,1948
3240,SC3240,1962,Other,Revised at 1,1962,1962
3240,SC3240,2015,Other,RCAHMS investigators considered that little of what has been attributed to the rampart and ditch on the NW is artificial,2015,2015
3241,SC3241,1858,1st Identified Map Depiction,"Annotated Camp in Roman type on the 1st edition OS 6-inch map (Roxburghshire 1863, sheet 37)",1858,1858
3241,SC3241,1948,Earthwork Survey,"Plan and description (RCAHMS 1956, 445, no.1004, fig 590)",1948,1948
3241,SC3241,1962,Other,Revised at 1,1962,1962
3242,SC3242,1948,1st Identified Written Reference,"Plan and description (RCAHMS 1956, 396, no.866; RCAHMS RXD 208/1)",1948,1948
3242,SC3242,1962,1st Identified Map Depiction,Surveyed at 1,1962,1962
3242,SC3242,1985,Other,Visited by RCAHMS,1985,1985
3243,SC3243,1859,1st Identified Map Depiction,"Annotated Fort on the 1st edition OS 25-inch map (Roxburgh 1863, sheet 24.15)",1859,1859
3243,SC3243,1948,Earthwork Survey,"Plan and description (RCAHMS 1956, 397, no.870, fig 505; RCAHMS RXD 21/1-3)",1948,1948
3243,SC3243,1962,Other,Revised at 1,1962,1962
3243,SC3243,1985,Other,Visited by RCAHMS,1985,1985
3244,SC3244,1858,1st Identified Map Depiction,"Annotated Camp in Roman Type on the 1st edition OS 25-inch map (Roxburgh 1863, sheet 32.2)",1858,1858
3244,SC3244,1949,Earthwork Survey,"Plan and description (RCAHMS 1956, 144-5, no.252, fig 174; RCAHMS RXD 110/1-2)",1949,1949
3244,SC3244,1965,Other,Surveyed at 1,1965,1965
3244,SC3244,1974,Other,Scheduled,1974,1974
3244,SC3244,1979,Other,Visited by the OS,1979,1979
3245,SC3245,1858,1st Identified Map Depiction,"Annotated Fort on the 1st edition OS 25-inch map (Roxburgh 1863, sheet 32.11)",1858,1858
3245,SC3245,1949,Earthwork Survey,"Plan and description (RCAHMS 1956, 111-12, no.157, fig 147; RCAHMS RXD 97/1-4)",1949,1949
3245,SC3245,1963,Other,Scheduled,1963,1963
3245,SC3245,1965,Other,Resurveyed at 1,1965,1965
3245,SC3245,1979,Other,Surveyed at 1,1979,1979
3245,SC3245,1987,Other,Visited by the Hill-Fort Study Group,1987,1987
3245,SC3245,2015,Other,Re-Scheduled,2015,2015
3246,SC3246,1726,1st Identified Written Reference,"Probably noted by Alexander Gordon (1726, 103)",1726,1726
3246,SC3246,1858,1st Identified Map Depiction,"Annotated Fort on the 1st edition OS 25-inch map (Roxburgh 1863, sheet 32.6)",1858,1858
3246,SC3246,1933,Earthwork Survey,Plan (RCAHMS RXD 32/1),1933,1933
3246,SC3246,1949,Earthwork Survey,"Plan checked and description (RCAHMS 1956, 113-14, no.160, fig 150; RCAHMS RXD 32/2)",1949,1949
3246,SC3246,1974,Other,Scheduled,1974,1974
3246,SC3246,1979,Other,Surveyed at 1,1979,1979
3247,SC3247,1858,1st Identified Map Depiction,"Annotated Fort on the 1st edition OS 25-inch map (Roxburgh 1863, sheet 32.1)",1858,1858
3247,SC3247,1932,Earthwork Survey,Plan (RCAHMS RXD 16/2),1932,1932
3247,SC3247,1948,Earthwork Survey,"Plan reviewed and description (RCAHMS 1956, 442, no.995, fig 582; RCAHMS RXD 16/1)",1948,1948
3247,SC3247,1961,Other,Scheduled,1961,1961
3247,SC3247,1965,Other,Revised at 1,1965,1965
3247,SC3247,1979,Other,Surveyed at 1,1979,1979
3248,SC3248,1726,1st Identified Written Reference,"Possibly noted by Alexander Gordon (1726, 103)",1726,1726
3248,SC3248,1858,1st Identified Map Depiction,"Annotated Fort on the 1st edition OS 25-inch map (Roxburgh 1863, sheet 32.5)",1858,1858
3248,SC3248,1948,Earthwork Survey,"Plan and description (RCAHMS 1956, 443, no.999, fig 585; RCAHMS RXD 370/1-2)",1948,1948
3248,SC3248,1961,Other,Scheduled,1961,1961
3248,SC3248,1965,Other,Revised at 1,1965,1965
3248,SC3248,1979,Other,Surveyed at 1,1979,1979
3249,SC3249,1940,1st Identified Written Reference,"Description (RCAHMS 1956, 110, no.155)",1940,1940
3249,SC3249,1965,1st Identified Map Depiction,Surveyed at 1,1965,1965
3249,SC3249,1974,Other,Scheduled,1974,1974
3249,SC3249,1979,Other,Visited by the OS,1979,1979
3250,SC3250,1726,1st Identified Written Reference,"Possibly noted by Alexander Gordon (1726, 103)",1726,1726
3250,SC3250,1770,1st Identified Map Depiction,Possibly shown but not annotated on Mathew Stobie's A Map of Roxburghshire or Tiviotdale (1770),1770,1770
3250,SC3250,1858,Other,"Annotated Fort on the 1st edition OS 25-inch map (Roxburgh 1863, sheet 32.10)",1858,1858
3250,SC3250,1949,Earthwork Survey,"Plan and description (RCAHMS 1956, 439-41, no.991, fig 579; RCAHMS RXD 197/1-2)",1949,1949
3250,SC3250,1961,Other,Scheduled,1961,1961
3250,SC3250,1965,Other,Resurveyed at 1,1965,1965
3250,SC3250,1979,Other,Surveyed at 1,1979,1979
3251,SC3251,1770,1st Identified Map Depiction,Shown as an unannotated ring on Mathew Stobies A Map of Roxburghshire or Tiviotdale (1770),1770,1770
3251,SC3251,1858,Other,"Annotated Fort on the 1st edition OS 25-inch map (Roxburgh 1863, sheet 32.10)",1858,1858
3251,SC3251,1949,Earthwork Survey,"Plan and description (RCAHMS 1956, 112-13, no.158, fig 148; RCAHMS RXD 102/1-2)",1949,1949
3251,SC3251,1963,Other,Scheduled,1963,1963
3251,SC3251,1965,Other,Surveyed at 1,1965,1965
3251,SC3251,1979,Other,Surveyed at 1,1979,1979
3251,SC3251,1979,Other,Visited by SH,1979,1979
3251,SC3251,1987,Other,Visited by the Hill-Fort Study Group,1987,1987
3252,EN3252,1686,1st Identified Written Reference,null,1686,1686
3252,EN3252,1884,1st Identified Map Depiction,null,1884,1884
3252,EN3252,1925,Other,Scheduled,1925,1925
3252,EN3252,1958,Other,Field investigation,1958,1958
3252,EN3252,1974,Other,Field investigation,1974,1974
3252,EN3252,1987,Geophysical Survey,Resistance Survey,1987,1987
3252,EN3252,1996,Earthwork Survey,RCHME desk based assessment and earthwork survey,1996,1996
3252,EN3252,19th Century,Excavation,Evidence for hunting lodge only,1801,1900
3253,SC3253,1770,1st Identified Map Depiction,Ring annotated Camp on Mathew Stobie's A Map of Roxburghshire or Tiviotdale (1770),1770,1770
3253,SC3253,1858,Other,"Annotated Fort on the 1st edition OS 25-inch map (Roxburgh 1863, sheet 32.7)",1858,1858
3253,SC3253,1949,Earthwork Survey,"Plan and description (RCAHMS 1956, 110-11, no.156, fig 146",1949,1949
3253,SC3253,1963,Other,Scheduled,1963,1963
3253,SC3253,1965,Other,Resurveyed at 1,1965,1965
3253,SC3253,1979,Other,Surveyed at 1,1979,1979
3253,SC3253,1987,Other,Visited by the Hill-Fort Study Group,1987,1987
3254,EN3254,1782,1st Identified Written Reference,null,1782,1782
3254,EN3254,1880,1st Identified Map Depiction,null,1880,1880
3254,EN3254,1925,Other,Scheduled,1925,1925
3254,EN3254,1958,Other,Field investigation,1958,1958
3254,EN3254,1974,Other,Field investigation,1974,1974
3254,EN3254,1975,Excavation,null,1975,1975
3254,EN3254,1989,Earthwork Survey,null,1989,1989
3254,EN3254,pre-1975,Excavation,null,null,1975
3255,EN3255,1883,1st Identified Map Depiction,1,1883,1883
3255,EN3255,1909,1st Identified Written Reference,null,1909,1909
3255,EN3255,1970,Other,Scheduled,1970,1970
3255,EN3255,1974,Other,Field investigation,1974,1974
3255,EN3255,1988,Earthwork Survey,null,1988,1988
3255,EN3255,2010,Geophysical Survey,null,2010,2010
3256,EN3256,1686,1st Identified Written Reference,null,1686,1686
3256,EN3256,1926,Other,Scheduled,1926,1926
3256,EN3256,1974,Other,Field investigation,1974,1974
3256,EN3256,1989,Earthwork Survey,Staffordshire Hillforts Project,1989,1989
3256,EN3256,1881-84,1st Identified Map Depiction,null,1881,1884
3257,SC3257,1948,1st Identified Written Reference,"Description (RCAHMS 1956, 439, no.990)",1948,1948
3257,SC3257,1960,Other,Visited by the OS,1960,1960
3258,EN3258,1958,Other,Field investigation,1958,1958
3258,EN3258,1974,Other,Field investigation,1974,1974
3258,EN3258,1975,1st Identified Written Reference,null,1975,1975
3258,EN3258,1997,Earthwork Survey,null,1997,1997
3258,EN3258,1965-7,1st Identified Map Depiction,null,1965,1967
3259,EN3259,1880,1st Identified Map Depiction,null,1880,1880
3259,EN3259,1892,Excavation,null,1892,1892
3259,EN3259,1925,Other,Scheduled,1925,1925
3259,EN3259,1957,Other,Field investigation,1957,1957
3259,EN3259,1974,Other,Field investigation,1974,1974
3259,EN3259,1991,Earthwork Survey,null,1991,1991
3259,EN3259,c.1535-43,1st Identified Written Reference,null,1535,1543
3260,EN3260,1686,1st Identified Written Reference,null,1686,1686
3260,EN3260,1881,1st Identified Map Depiction,null,1881,1881
3260,EN3260,1956,Other,Scheduled,1956,1956
3260,EN3260,1963,Excavation,null,1963,1963
3260,EN3260,1997,Earthwork Survey,null,1997,1997
3260,EN3260,1999,Other,Desk based assesment,1999,1999
3260,EN3260,1999,Excavation,null,1999,1999
3260,EN3260,2012,LiDAR Survey,null,2012,2012
3261,SC3261,1858,1st Identified Map Depiction,"Annotated Fort on the 1st edition OS 25-inch map (Roxburgh 1863, sheet 31.4)",1858,1858
3261,SC3261,1948,Earthwork Survey,"Plan and description (RCAHMS 1956, 438-9, no.988, fig 577' RCAHMS RXD 195/1-2)",1948,1948
3261,SC3261,1965,Other,Resurveyed at 1,1965,1965
3262,SC3262,1858,1st Identified Map Depiction,"Annotated Fort on the 1st edition OS 25-inch map (Roxburgh 1863, sheet 31.8)",1858,1858
3262,SC3262,1873,Excavation,"Conducted by a Mr Govenlock, but unreported other than in an Anniversary Address to the Berwickshire Naturalist's Club (Stuart 1875, 14)",1873,1873
3262,SC3262,1948,Earthwork Survey,"Plan and description (RCAHMS 1956, 439, no.989, fig 578; RCAHMS RXD 196/1-2)",1948,1948
3262,SC3262,1965,Other,Resurveyed at 1,1965,1965
3263,SC3263,1858,1st Identified Map Depiction,"Annotated Fort on the 1st edition OS 25-inch map (Roxburgh 1863, sheet 31.12)",1858,1858
3263,SC3263,1949,Earthwork Survey,"Plan and description (RCAHMS 1956, 443, no.1000, fig 586; RCAHMS RXD 28/1-2)",1949,1949
3263,SC3263,1958,Other,Scheduled,1958,1958
3263,SC3263,1965,Other,Visited by the OS,1965,1965
3264,SC3264,1949,1st Identified Written Reference,"Plan and description (RCAHMS 1956, 441, no.993, fig 580; RCAHMS RXD 198/1-2)",1949,1949
3264,SC3264,1965,1st Identified Map Depiction,Surveyed at 1,1965,1965
3264,SC3264,1974,Other,Scheduled,1974,1974
3264,SC3264,1995,Other,"Most recent of several visits by SH, identifying the probable twin palisade",1995,1995
3265,SC3265,1949,1st Identified Written Reference,"Plan and description (RCAHMS 1956, 119, no.170, fig 159; RCAHMS RXD 44/1-2)",1949,1949
3265,SC3265,1960,Other,Visited by the OS,1960,1960
3265,SC3265,1974,Other,Scheduled,1974,1974
3266,SC3266,1948,Earthwork Survey,"Plan and description (RCAHMS 1956, 143, no.249, fig 171; RCAHMS RXD 106/1-2)",1948,1948
3266,SC3266,1965,1st Identified Map Depiction,Surveyed at 1,1965,1965
3267,SC3267,1858,1st Identified Map Depiction,"Annotated Fort on the 1st edition OS 25-inch map (Roxburgh 1863, sheet 25.1)",1858,1858
3267,SC3267,1948,Earthwork Survey,"Plan and description (RCAHMS 1956, 391, no.860, fig 497; RCAHMS RXD 185/1-2)",1948,1948
3267,SC3267,1965,Other,Resurveyed at 1,1965,1965
3268,SC3268,1948,Earthwork Survey,"Plan and description (RCAHMS 1956, 143-4, no.250, fig 172; RCAHMS RXD 107/1-2)",1948,1948
3268,SC3268,1965,1st Identified Map Depiction,Surveyed at 1,1965,1965
3269,SC3269,1858,1st Identified Map Depiction,"Annotated Fort on the 1st edition OS 25-inch map (Roxburgh 1863, sheet 25.5)",1858,1858
3269,SC3269,1948,Other,"Description identifying an outlying earthwork as one end of a ridge fort (RCAHMS 1956, 392, no.862)",1948,1948
3269,SC3269,1965,Other,Revised at 1,1965,1965
3270,SC3270,1858,1st Identified Map Depiction,"Annotated Fort on the 1st edition OS 25-inch map (Roxburgh 1863, sheet 25.5)",1858,1858
3270,SC3270,1948,Earthwork Survey,"Plan and description, and identified as a ridge fort (RCAHMS 1956, 391-2, no.861, fig 498; RXD 186/1-2)",1948,1948
