References_Atlas_Number,References_Title_Name,References_Source,References_Citation
3101,"SC3101 Green Cairn, Cairnton of Balbegno, Aberdeenshire",Ralston and Watt 1982,"Ralston and Watt, I and W. (1982) 'Greencairn fort, Cairnton of Balbegno (Fettercairn p)"
3101,"SC3101 Green Cairn, Cairnton of Balbegno, Aberdeenshire",Sinclair 1791,Stat Acct (date) Statistical Account of Scotland
3101,"SC3101 Green Cairn, Cairnton of Balbegno, Aberdeenshire",Wedderburn 1973,"Wedderburn, L M M. (1973a) Excavations at Greencairn, Cairnton of Balbegno, Fettercairn, Angus {Kincardineshire}"
3101,"SC3101 Green Cairn, Cairnton of Balbegno, Aberdeenshire",Wedderburn 1973,"Wedderburn, L M M (1973b) 'Greencairn, Cairnton of Balbegno"
3101,"SC3101 Green Cairn, Cairnton of Balbegno, Aberdeenshire",Wedderburn 1974,"Wedderburn, L M M (1974) 'Cairnton of Balbegno"
3107,"SC3107 Castle Dykes, Kirkton, Aberdeenshire",Christison 1900,"Christison, D (1900) 'The forts, ""camps"", and other field-works of Perth, Forfar and Kincardine'. Proc Soc Antiq Scot 34 (1899-1900), 43-120"
3107,"SC3107 Castle Dykes, Kirkton, Aberdeenshire",Holden 1998,"Holden, T (1998) 'Arbuthnott (Arbuthnott; Garvock; Bervie parishes), pre-afforestation survey'. Disc Exc Scot (1998), 5-6"
3107,"SC3107 Castle Dykes, Kirkton, Aberdeenshire",Ordnance Survey n.d.,"Name Book, Ordnance Survey Object Name Books (6 inch and 1/2500 scale); available http"
3107,"SC3107 Castle Dykes, Kirkton, Aberdeenshire",Sinclair 1791,Stat Acct (date) Statistical Account of Scotland
3110,"SC3110 Castle Hill, Auchenblae, Aberdeenshire",Ordnance Survey n.d.,"Name Book, Ordnance Survey Object Name Books (6 inch and 1/2500 scale); available http"
3111,"SC3111 Dunnicaer, Aberdeenshire",Anon. 2015,"Anon. 2015. Earliest Pictish fort found at Dunnicaer. Current Archaeol, 307, 6."
3111,"SC3111 Dunnicaer, Aberdeenshire",Noble 2015,"Noble, G (2015) NORTHERN PICTS"
3111,"SC3111 Dunnicaer, Aberdeenshire",Ralston 1977,"Ralston, I B M (1977) 'Dunnottar"
3111,"SC3111 Dunnicaer, Aberdeenshire",Stuart 1856,"Stuart, J (1856) Sculptured stones of Scotland. Aberdeen"
3111,"SC3111 Dunnicaer, Aberdeenshire",Stuart 1867,"Stuart, J. (1867) Sculptured Stones of Scotland"
3111,"SC3111 Dunnicaer, Aberdeenshire",Thomson 1859,"Thomson, A (1859) 'Notice of Sculptured Stones found at 'Dinnacair', near Stonehaven'. Proc Soc Antiq Scot 3 (1857-59), 69-75"
3112,"SC3112 Dunnottar Castle, Aberdeenshire",Alcock 1981,"Alcock, L (1981) 'Early historic fortifications in Scotland'. In Guilbert, G (ed.) Hill-fort studies"
3112,"SC3112 Dunnottar Castle, Aberdeenshire",Alcock and Alcock 1992,"Alcock and Alcock, L and E A (1992) 'Reconnaissance excavations on Early Historic fortifications and other royal sites in Scotland, 1974-84; A, Excavations and other fieldwork at Forteviot, Perthshire, 1981; B, Excavations at Urquhart Castle, Inverness-shire, 1983; C, Excavations at Dunnottar, Kincardineshire, 1984'. Proc Soc Antiq Scot 122 (1992), 215-87"
3112,"SC3112 Dunnottar Castle, Aberdeenshire",Foster et al. 1985,"Foster, Driscoll and Alcock, S M, S T and L. (1985) Excavations at Urquhart and Dunnottar Castles, 1983 and 1984"
3114,"EN3114 Toft Hill, County Durham",Bailey 1779,"Bailey, J. 1779. Antiq Repertory iii"
3114,"EN3114 Toft Hill, County Durham",Page 1968,"Page, W. 1905 to 1968. The Victoria County History County Durham, vol.1, 348"
3115,"EN3115 Penshaw Hill, Sunderland",Archaeo-Environment Ltd 2010,"Archaeo-Environment Ltd 2010. Historic Environment Survey for National Trust Properties, Tyne and Wear. Penshaw Monument. Report No"
3116,"EN3116 Brandon Dean Camp, Northumberland",Maclauchan 1867,"MacLauchlan M. 1867. Roman Roads in Northumberland, 56."
3119,"SC3119 Maiden Castle, Bracks, Lomond Hills, Fife",Miller 1857,"Miller, Lieut-Col. (1857) 'An inquiry respecting the site of the Battle of Mons Grampius'. Archaeol Scot 4 (1857), 19-52."
3119,"SC3119 Maiden Castle, Bracks, Lomond Hills, Fife",RCAHMS. 1933,"RCAHMS. (1933) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Eleventh report with inventory of monuments and constructions in the counties of Fife, Kinross, and Clackmannan. HMSO"
3120,"SC3120 East Lomond Hill, Fife",Corrie 1926,"Corrie, J M. (1926) 'Notice of (1) certain bronze implements from Dumfriesshire; and (2) a symbol stone from East Lomond Hill, Fife, recently presented to the National Museum'. Proc Soc Antiq Scot 60 (1925-6), 27-34"
3120,"SC3120 East Lomond Hill, Fife",Feachem 1963,"Feachem, R (1963) A guide to prehistoric Scotland. Batsford"
3120,"SC3120 East Lomond Hill, Fife",Kenworthy 1978,"Kenworthy, M (1978) 'Lomond Hills survey'. Disc Exc Scot (1978), 6-7"
3120,"SC3120 East Lomond Hill, Fife",Miller 1857,"Miller, Lieut-Col. (1857) 'An inquiry respecting the site of the Battle of Mons Grampius'. Archaeol Scot 4 (1857), 19-52"
3120,"SC3120 East Lomond Hill, Fife",RCAHMS. 1933,"RCAHMS. (1933) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Eleventh report with inventory of monuments and constructions in the counties of Fife, Kinross, and Clackmannan. HMSO"
3120,"SC3120 East Lomond Hill, Fife",Saville 2004,"Saville, A (2004) 'East Lomond Hill (Falkland parish), Neolithic arrowheads'. Disc Exc Scot, New Ser, 5 (2004), 62"
3120,"SC3120 East Lomond Hill, Fife",Sinclair 1791,Stat Acct (date) Statistical Account of Scotland
3121,"SC3121 Newton, Balbirnie, Fife",Gordon 2009,"Gordon, D (2009) 'Newton of Markinch, Fife (Markinch parish), excavation', Disc Exc Scot, New Ser, 10 (2009), 80-81"
3124,"SC3124 Black Cairn, Fife",Laing 1876,"Laing, A (1876) Lindores Abbey and its Burgh of Newburgh; their history and annals. Edmonston and Douglas"
3124,"SC3124 Black Cairn, Fife",RCAHMS. 1933,"RCAHMS. (1933) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Eleventh report with inventory of monuments and constructions in the counties of Fife, Kinross, and Clackmannan. HMSO"
3125,"SC3125 Clatchard Craig, Fife",Butchart 1966,"Butchart, R (1966) 'Clatchard Craig, near Newburgh, saddle quern, spindle whorl'. Disc Exc Scot (1966), 26-7"
3125,"SC3125 Clatchard Craig, Fife",Close-Brooks 1987,"Close-Brooks, J (1987) 'Clatchard Craig, a Pictish hillfort in Fife'. 27-30, in Small, A The Picts"
3125,"SC3125 Clatchard Craig, Fife",Close-Brooks 1986,"Close-Brooks, J (1986) 'Excavations at Clatchard Craig, Fife'. Proc Soc Antiq Scot 116 (1986), 117-84"
3125,"SC3125 Clatchard Craig, Fife",Cruden 1960,"Cruden, S H (1960) 'Clatchard Craig hill-fort, Fife'. Disc Exc Scot (1960), 47"
3125,"SC3125 Clatchard Craig, Fife",Cruden 1959,"Cruden, S H (1959) 'Clatchard Craig, Fife'. Disc Exc Scot (1959), 36"
3125,"SC3125 Clatchard Craig, Fife",Feachem 1963,"Feachem, R (1963) A guide to prehistoric Scotland. Batsford"
3125,"SC3125 Clatchard Craig, Fife",Kemp 1967,"Kemp, C (1967) Clatchard Craig. Newburgh"
3125,"SC3125 Clatchard Craig, Fife",Laing 1876,"Laing, A (1876) Lindores Abbey and its Burgh of Newburgh; their history and annals. Edmonston and Douglas"
3125,"SC3125 Clatchard Craig, Fife",RCAHMS 1933,"RCAHMS (1933) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Eleventh report with inventory of monuments and constructions in the counties of Fife, Kinross, and Clackmannan. Edinburgh"
3125,"SC3125 Clatchard Craig, Fife",Ritchie 1954,"Ritchie, P R (1954) 'Clatchard Craig, Newburgh'. Discovery Excav Scot (1954), 9"
3126,"SC3126 Wester Pitlour, Fife",Miller 1857,"Miller, Lieut-Col (1857) 'An inquiry respecting the site of the Battle of Mons Grampius'. Archaeol Scot 4 (1857), 19-52."
3126,"SC3126 Wester Pitlour, Fife",RCAHMS 1933,"RCAHMS (1933) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Eleventh report with inventory of monuments and constructions in the counties of Fife, Kinross, and Clackmannan. HMSO"
3126,"SC3126 Wester Pitlour, Fife",Small 1823,"Small, A (1823) Interesting Roman Antiquities recently discovered in Fife. Edinburgh."
3126,"SC3126 Wester Pitlour, Fife",Wilson 1863,"Wilson, D (1863) Prehistoric annals of Scotland, 2v (2nd ed). London"
3127,"SC3127 Cash Mill, Fife",RCAHMS 1933,"RCAHMS (1933) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Eleventh report with inventory of monuments and constructions in the counties of Fife, Kinross, and Clackmannan. HMSO"
3132,"SC3132 Bowden Hill, Fife",RCAHMS 1933,"RCAHMS (1933) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Eleventh report with inventory of monuments and constructions in the counties of Fife, Kinross, and Clackmannan. HMSO"
3132,"SC3132 Bowden Hill, Fife",Sinclair 1791,Stat Acct (date) Statistical Account of Scotland
3133,"SC3133 Down Law, Fife",Mountain 1971,"Mountain, M J (1971) 'Fife, Down Law'. Disc Exc Scot (1971), 57"
3133,"SC3133 Down Law, Fife",Proudfoot 1984,"Proudfoot, E (1984) 'Down Law (Kettle p), fort'. Disc Exc Scot (1984), 8"
3133,"SC3133 Down Law, Fife",RCAHMS. 1933,"RCAHMS. (1933) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Eleventh report with inventory of monuments and constructions in the counties of Fife, Kinross, and Clackmannan. HMSO"
3133,"SC3133 Down Law, Fife",Russell-White 1988,"Russell-White, C J (1988) 'Downlaw (Kettle parish), hillfort'. Disc Exc Scot (1988), 12"
3133,"SC3133 Down Law, Fife",Strachan 1999,"Strachan, R. (1999) 'Down Law Fort (Kettle parish), watching brief'. Disc Exc Scot (1999), 47"
3134,"EN3134 Clare Camp, Suffolk",Hogg 1984,"Hogg, A.H.A, 1984. A Guide to the Hill-forts of Britain. London. 178."
3134,"EN3134 Clare Camp, Suffolk",Page 1911,"Page, W. (ed). 1911. The Victoria history of the county of Suffolk, Volume 1, 588-90."
3134,"EN3134 Clare Camp, Suffolk",Payne 1994,"Payne A. 1994. Geophysical Survey at Clare Camp. Ancient Monuments Laboratory, unpublished report."
3134,"EN3134 Clare Camp, Suffolk",RCHME 1993,"RCHME, 1993. Clare Camp, Clare, Suffolk; an archaeological survey. Unpublished report."
3135,"EN3135 Burgh, Suffolk",Martin 1988,"Martin, E. 1988. Burgh"
3135,"EN3135 Burgh, Suffolk",Page 1911,"Page, W. (ed). 1911. The Victoria history of the county of Suffolk, Volume 1, 586-7, 591."
3136,"EN3136 Barnham, Suffolk",Martin 1993,Martin E. 1993. Settlements on Hilltops
3141,"SC3141 Lady Mary's Wood, Fife",Bersu 1948,"Bersu, G (1948) ' ""Fort"" at Scotstarvit Covert, Fife'. Proc Soc Antiq Scot 82 (1947-80, 241-63"
3141,"SC3141 Lady Mary's Wood, Fife",RCAHMS 1933,"RCAHMS (1933) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Eleventh report with inventory of monuments and constructions in the counties of Fife, Kinross, and Clackmannan. HMSO"
3142,"EN3142 Red Scar Wood, Lancashire",Minerva Heritage Ltd 2009,"Minerva Heritage Ltd. 2009. Land adjacent to Preston Crematorium, Longridge Road, Preston. Archaeological Assessment. Unpublished"
3142,"EN3142 Red Scar Wood, Lancashire",Welsh 1991,"Welsh, T. C. 1991. Promontory forts on the Ribble. Unpublished"
3143,"SC3143 Green Craig, Fife",Feachem 1963,"Feachem, R W 1963 Guide to Prehistoric Scotland. Batsford"
3143,"SC3143 Green Craig, Fife",RCAHMS 1933,"RCAHMS (1933) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Eleventh report with inventory of monuments and constructions in the counties of Fife, Kinross, and Clackmannan. HMSO"
3144,"SC3144 Norman's Law, Fife",Feachem 1963,"Feachem, R W 1963 Guide to Prehistoric Scotland. Batsford"
3144,"SC3144 Norman's Law, Fife",Feachem 1966,"Feachem, R W (1966) The hill-forts of northern Britain'. 59-87 in Rivet, A L F (ed) The iron age in northern Britain. Edinburgh"
3144,"SC3144 Norman's Law, Fife",RCAHMS 1933,"RCAHMS (1933) The Royal Commission on the Ancient and Historical Monuments and Constructions of Scotland. Eleventh report with inventory of monuments and constructions in the counties of Fife, Kinross, and Clackmannan. HMSO"
3144,"SC3144 Norman's Law, Fife",Small 1823,"Small, A (1823) Interesting Roman Antiquities recently discovered in Fife, ascertaining the site of the great battle fought betwixt Agricola and GalGacus; with the discovery of the position of five Roman towns, and of the site and names of upwards of seventy Roman forts"
3145,"EN3145 Nadbury Camp, Warwickshire",Gibson 1969,"Camden's Britannia, 1695 a facsimile of the 1695 edition published by Edmund Gibson 1969. London Times Newspapers. 499"
3145,"EN3145 Nadbury Camp, Warwickshire",Coutts 1997,"Coutts, C. 1997. Archaeological Observation at Nadbury Camp, Ratley and Upton, Warwickshire. Warwickshire Museum Field Services. Unpublished"
3145,"EN3145 Nadbury Camp, Warwickshire",French 1981,"French, A .H. 1981. Nadbury. Unpublished"
3145,"EN3145 Nadbury Camp, Warwickshire",McArthur 1987,"McArthur, C 1987-8. Excavations at Nadbury Camp, Warwickshire SP 390482. Trans Birmingham & Warwickshire Archaeol Soc. 96, 1-16."
3145,"EN3145 Nadbury Camp, Warwickshire",Thomas 1974,"Thomas, N. 1974. An archaeological gazetteer for Warwickshire"
3145,"EN3145 Nadbury Camp, Warwickshire",Wager 2002,"Wager, S.J. 2002. Nadbury Camp, Warwickshire"
3145,"EN3145 Nadbury Camp, Warwickshire",Warwickshire Museum Field Services 1998,"Warwickshire Museum Field Services 1998. Archaeological Observation at Nadbury Camp 1998, Ratley and Upton, Warwickshire. Unpublished"
3146,"EN3146 Wappenbury Camp, Warwickshire",Booth 1989,"Booth, P. 1989-90. Late Iron Age pottery and the date of Wappenbury Camp. Trans Birmingham & Warwickshire Archaeol Soc. 96, 1-3"
3146,"EN3146 Wappenbury Camp, Warwickshire",Doubleday and Page 1904,"Doubleday, H. A. and Page, W. (eds) 1904. Victoria County History, Warwickshire, Vol 1, 400-2"
3146,"EN3146 Wappenbury Camp, Warwickshire",Stanley and Stanley 1960,"Stanley, M. and Stanley, B. 1960. Defences of the Iron Age Camp at Wappenbury. Trans Birmingham & Warwickshire Archaeol Soc. 76, 1-9"
3147,"EN3147 Meon Hill, Warwickshire",Andrews 1923,"Andrews, F. B. 1923. Meon Hill. Birmingham Archaeol Soc. 49, 57"
3147,"EN3147 Meon Hill, Warwickshire",Hodges 1906,"Hodges, T R, 1906 Meon Hill and its treasures, Trans Birm Archaeol Soc 32, 111-125."
3147,"EN3147 Meon Hill, Warwickshire",Meaney 1964,"Meaney, A. 1964. Gazetteer of Early Anglo Saxon Burial Sites. Allen & Unwin, 217"
3147,"EN3147 Meon Hill, Warwickshire",Price and Watson 1982,"Price, E A, and Watson, B, 1982 Meon Hill, Warwickshire"
3147,"EN3147 Meon Hill, Warwickshire",Thomas 1974,"Thomas, N. 1974. An archaeological gazetteer for Warwickshire"
3148,"EN3148 Oldbury Camp, Warwickshire",Dauncey 1949,"Dauncey, K.D.M. 1949. Oldbury, Excavation 1949"
3148,"EN3148 Oldbury Camp, Warwickshire",Doubleday and Page 1904,"Doubleday, H. A. and Page, W. (eds) 1904. Victoria County History, Warwickshire, Vol 1. 376-8"
3148,"EN3148 Oldbury Camp, Warwickshire",Dugdale 1730,"Dugdale, W. 1730. Antiquities of Warwickshire."
3148,"EN3148 Oldbury Camp, Warwickshire",Ferris and Sterenberg 1992,"Ferris, I. M., Sterenberg, J. 1992. An Archaeological Evaluation at Oldbury Camp, near Nuneaton. Birmingham University Field Archaeology Unit Report in, Vol. 206, (1992)"
3148,"EN3148 Oldbury Camp, Warwickshire",Jones 1993,"Jones, A. E. 1993. Oldbury Camp, Near Nuneaton, Warwickshire; an archaeological watching brief. Birmingham University Field Archaeology Unit."
3149,"EN3149 Corley Camp, Warwickshire",Chatwin 1930,"Chatwin, P. B. 1930. Excavations On Corley Camp, Near Coventry. Trans Proc Birmingham Archaeol Soc, 52. 282-7"
3149,"EN3149 Corley Camp, Warwickshire",Cotton 1955,"Cotton, M.A. 1955. British camps with timber-laced ramparts. Archaeol. J. 111, 46-53, 85."
3149,"EN3149 Corley Camp, Warwickshire",Doubleday and Page 1904,"Doubleday, H. A. and Page, W. (eds) 1904. Victoria County History, Warwickshire, Vol 1, 370-1"
3149,"EN3149 Corley Camp, Warwickshire",Thomas 1974,"Thomas, N. 1974. An archaeological gazetteer for Warwickshire"
3151,"EN3151 Harborough Banks, Warwickshire",Cracknell and Hingley 1995,"Cracknell, S. and Hingley, R. 1995. Hobditch linear earthworks"
3151,"EN3151 Harborough Banks, Warwickshire",Doubleday and Page 1904,"Doubleday, H. A. and Page, W. (eds) 1904. Victoria County History, Warwickshire, Vol 1. 384-6."
3151,"EN3151 Harborough Banks, Warwickshire",Hannett 1894,"Hannett, J. 1894. The Forest of Arden"
3151,"EN3151 Harborough Banks, Warwickshire",Hingley 1988,"Hingley, R. 1988. Lapworth, possible Iron Age valley fort at Harborough Banks. West Midlands Archaeol, 31, 37-9."
3151,"EN3151 Harborough Banks, Warwickshire",Kipling 2012,"Kipling, R. 2012. An Archaeological Evaluation At Mill Lane/Old Warwick Road, Lapworth, Warwickshire"
3151,"EN3151 Harborough Banks, Warwickshire",Palmer 2000,"Palmer, S.C. 2000. Archaeological Observation Adjacent to Bridge Cottage, Old Warwick Road, Lapworth, Warwickshire (Report 0015) Post-determination/Research. Warwickshire Museum Field Services"
3151,"EN3151 Harborough Banks, Warwickshire",Thomas 1974,"Thomas, N. 1974. An archaeological gazetteer for Warwickshire"
3151,"EN3151 Harborough Banks, Warwickshire",Williams 2001,"Williams, J. 2001. Harborough Banks, Lapworth, Warwickshire"
3152,"EN3152 Thornton Farm, Warwickshire",Harding and Lee 1987,"Harding, A.F. and Lee, G.E. 1987. Henge monuments and related sites of Great Britain"
3152,"EN3152 Thornton Farm, Warwickshire",Thomas 1974,"Thomas, N. 1974. An archaeological gazetteer for Warwickshire"
3155,"EN3155 Foxhill, Warwickshire",Hingley 1987,"Hingley, R, 1987. Alderminster, Iron Age hillfort and Roman site on Foxhill, West Mids Archaeol 29 (1986), 48."
3155,"EN3155 Foxhill, Warwickshire",Hingley 1996,"Hingley, R. 1996. Prehistoric Warwickshire"
3156,"EN3156 Priory Park, Warwickshire",Thomas 1974,"Thomas, N. 1974. An archaeological gazetteer for Warwickshire"
3158,"EN3158 Oakley Wood Camp, Warwickshire",Doubleday and Page 1904,"Doubleday, H. A. and Page, W. (eds) 1904. Victoria County History, Warwickshire, Vol 1. 396-7, 349-50."
3158,"EN3158 Oakley Wood Camp, Warwickshire",Hingley 1996,"Hingley, R. 1996. Prehistoric Warwickshire"
3161,"EN3161 Castle Old Fort, Walsall",Cocroft et al. 1988,"Cocroft, W., Jecock, M and Johnston, D. 1988, Staffordshire Hillforts Project. RCHME. Unpublished"
3161,"EN3161 Castle Old Fort, Walsall",Hughes 1991,"Hughes, E. 1991. An Archaeological Evaluation at Castle Old Fort, Stonnall, Walsall, 1991. Birmingham University Field Archaeology Unit. Unpublished"
3161,"EN3161 Castle Old Fort, Walsall",Hughes 1991,"Hughes, E. 1991. An Excavation & Watching Brief at Castle Old Fort, Stonnall, Walsall, 1991, (report no. 175). Birmingham University Field Archaeology Unit. Unpublished"
3161,"EN3161 Castle Old Fort, Walsall",Hughes 1991,"Hughes, E. 1991. An Excavation & Watching Brief at Castle Old Fort, Stonnall, Walsall, 1991, (report no. 150). Birmingham University Field Archaeology Unit. Unpublished"
